Customer_ID,Age,Channel,Prior_Policy,Vintage_Months,Quarter,Premium_Band,Payment_Plan,Dependents,Lapsed_1yr
EU102375,61,Agent,0,36,Q1,High,Monthly,1,0
EU102376,66,Agent,0,13,Q4,Low,Quarterly,1,0
EU102377,36,Online,0,2,Q3,Low,Quarterly,3,0
EU102378,66,Agent,0,51,Q2,Moderate,Monthly,1,0
EU102379,62,Agent,0,11,Q1,Low,Annual,0,0
EU102380,42,Agent,0,1,Q4,Moderate,Monthly,3,0
EU102381,69,Online,1,41,Q3,Moderate,Monthly,4,0
EU102382,59,Online,1,10,Q2,High,Monthly,5,0
EU102383,54,Agent,0,3,Q1,Low,Monthly,1,0
EU102384,48,Agent,0,8,Q2,Low,Monthly,2,0
EU102385,66,Online,1,16,Q2,Moderate,Monthly,5,0
EU102386,54,Online,1,36,Q1,Moderate,Quarterly,3,1
EU102387,38,Agent,1,43,Q4,Moderate,Annual,2,0
EU102388,30,Online,0,40,Q1,Moderate,Quarterly,5,0
EU102389,27,Agent,0,39,Q4,Moderate,Monthly,4,0
EU102390,40,Agent,1,20,Q4,Moderate,Quarterly,5,0
EU102391,31,Agent,0,47,Q2,Moderate,Quarterly,4,0
EU102392,38,Agent,0,55,Q4,Moderate,Annual,2,0
EU102393,33,Agent,0,60,Q4,Moderate,Annual,3,0
EU102394,39,Online,0,8,Q1,Moderate,Annual,2,0
EU102395,45,Agent,0,10,Q4,Low,Monthly,0,0
EU102396,59,Agent,1,51,Q1,Moderate,Monthly,1,0
EU102397,26,Agent,1,37,Q1,High,Monthly,5,0
EU102398,51,Online,0,32,Q3,Low,Annual,4,0
EU102399,26,Online,0,27,Q4,Low,Quarterly,4,0
EU102400,59,Agent,1,31,Q1,Low,Quarterly,4,0
EU102401,42,Agent,0,3,Q1,Low,Monthly,0,0
EU102402,38,Agent,1,39,Q2,Moderate,Annual,0,0
EU102403,44,Agent,1,6,Q4,Low,Annual,0,0
EU102404,42,Agent,0,17,Q4,High,Annual,2,0
EU102405,34,Agent,0,10,Q2,Low,Quarterly,2,1
EU102406,49,Online,1,21,Q1,High,Monthly,1,1
EU102407,26,Agent,0,29,Q2,Low,Quarterly,2,0
EU102408,49,Agent,0,29,Q3,Moderate,Quarterly,5,0
EU102409,57,Agent,0,20,Q1,Low,Annual,4,0
EU102410,60,Online,1,15,Q4,High,Quarterly,0,0
EU102411,55,Agent,1,2,Q2,Moderate,Annual,5,0
EU102412,38,Agent,1,33,Q2,Low,Monthly,4,0
EU102413,25,Online,0,12,Q1,Low,Monthly,0,1
EU102414,70,Agent,0,13,Q2,Low,Monthly,2,0
EU102415,40,Agent,0,44,Q2,Low,Monthly,1,0
EU102416,70,Agent,0,44,Q4,Low,Quarterly,3,0
EU102417,27,Online,0,39,Q2,Low,Annual,0,1
EU102418,59,Agent,1,39,Q1,High,Quarterly,5,0
EU102419,65,Online,0,38,Q1,High,Monthly,0,0
EU102420,30,Agent,1,45,Q2,Moderate,Annual,4,0
EU102421,49,Agent,0,21,Q2,High,Monthly,1,0
EU102422,37,Online,1,41,Q4,Low,Quarterly,1,0
EU102423,58,Agent,1,16,Q2,Low,Monthly,1,0
EU102424,32,Agent,0,34,Q1,Low,Monthly,3,0
EU102425,45,Agent,0,27,Q2,Low,Quarterly,4,0
EU102426,58,Online,0,43,Q2,High,Quarterly,1,0
EU102427,28,Agent,1,3,Q2,Moderate,Annual,4,0
EU102428,49,Agent,0,9,Q3,Low,Annual,2,0
EU102429,39,Agent,0,44,Q3,Moderate,Quarterly,1,0
EU102430,28,Agent,1,34,Q2,Low,Quarterly,5,0
EU102431,69,Agent,1,19,Q2,Low,Monthly,3,0
EU102432,36,Agent,0,38,Q3,Low,Monthly,3,0
EU102433,56,Agent,0,26,Q4,Moderate,Quarterly,5,0
EU102434,56,Online,0,23,Q2,Moderate,Monthly,2,1
EU102435,52,Agent,0,18,Q2,Low,Quarterly,2,1
EU102436,37,Agent,0,45,Q4,Moderate,Quarterly,3,0
EU102437,55,Online,0,46,Q1,Moderate,Monthly,0,0
EU102438,38,Online,1,40,Q3,Moderate,Monthly,3,1
EU102439,44,Online,0,41,Q3,Moderate,Quarterly,4,0
EU102440,42,Agent,0,45,Q4,Low,Monthly,5,0
EU102441,53,Online,1,49,Q3,Low,Quarterly,3,0
EU102442,30,Online,0,38,Q1,High,Monthly,3,0
EU102443,56,Agent,0,52,Q1,High,Monthly,2,0
EU102444,53,Agent,1,10,Q3,Moderate,Annual,2,0
EU102445,67,Agent,1,43,Q1,Moderate,Monthly,0,0
EU102446,26,Online,0,10,Q1,Moderate,Annual,2,1
EU102447,47,Agent,1,21,Q1,Moderate,Quarterly,3,0
EU102448,43,Agent,1,38,Q2,Moderate,Monthly,0,0
EU102449,55,Agent,1,38,Q4,Low,Monthly,4,0
EU102450,29,Online,1,47,Q3,High,Quarterly,0,0
EU102451,43,Agent,1,7,Q2,Moderate,Monthly,2,0
EU102452,58,Online,1,57,Q3,High,Quarterly,0,0
EU102453,34,Online,1,12,Q4,High,Quarterly,3,0
EU102454,49,Agent,0,52,Q1,Moderate,Monthly,0,0
EU102455,26,Agent,1,41,Q3,Moderate,Quarterly,0,0
EU102456,35,Agent,0,33,Q3,High,Quarterly,1,0
EU102457,55,Online,1,25,Q2,Moderate,Annual,0,0
EU102458,39,Online,1,28,Q2,Moderate,Annual,0,0
EU102459,33,Online,0,24,Q1,Moderate,Monthly,4,0
EU102460,47,Agent,0,48,Q4,High,Quarterly,1,0
EU102461,43,Agent,1,31,Q1,Moderate,Monthly,4,0
EU102462,33,Agent,0,18,Q2,Moderate,Monthly,1,0
EU102463,59,Agent,0,23,Q3,Low,Annual,5,0
EU102464,45,Online,1,7,Q3,Moderate,Quarterly,0,1
EU102465,33,Agent,0,50,Q4,Low,Monthly,3,0
EU102466,52,Agent,1,8,Q1,Low,Annual,4,0
EU102467,70,Agent,0,54,Q1,Moderate,Monthly,2,0
EU102468,31,Agent,1,15,Q1,Low,Quarterly,5,0
EU102469,40,Agent,1,38,Q3,High,Annual,2,0
EU102470,40,Agent,1,28,Q4,Moderate,Quarterly,1,0
EU102471,57,Online,1,27,Q3,Moderate,Quarterly,1,0
EU102472,28,Agent,1,21,Q4,Low,Monthly,2,0
EU102473,28,Online,0,44,Q4,Moderate,Quarterly,3,0
EU102474,63,Agent,0,27,Q1,Low,Quarterly,0,0
EU102475,64,Online,1,47,Q3,Moderate,Monthly,5,0
EU102476,41,Agent,1,56,Q3,Low,Monthly,4,0
EU102477,61,Online,1,47,Q4,Moderate,Monthly,3,0
EU102478,63,Online,1,42,Q3,High,Annual,5,0
EU102479,53,Agent,0,41,Q4,Moderate,Monthly,4,0
EU102480,60,Agent,0,14,Q3,Low,Monthly,5,0
EU102481,62,Agent,0,21,Q3,Low,Quarterly,4,0
EU102482,63,Online,1,14,Q4,Moderate,Quarterly,0,0
EU102483,61,Agent,1,49,Q3,Low,Monthly,0,0
EU102484,59,Agent,1,43,Q1,Low,Monthly,4,0
EU102485,31,Agent,1,6,Q1,Low,Annual,0,1
EU102486,51,Online,0,12,Q2,Low,Quarterly,0,1
EU102487,52,Online,0,28,Q4,Moderate,Quarterly,3,0
EU102488,46,Agent,0,49,Q1,Low,Monthly,4,0
EU102489,38,Agent,0,29,Q2,Moderate,Monthly,2,1
EU102490,31,Online,0,37,Q4,Moderate,Quarterly,3,0
EU102491,61,Online,0,38,Q3,Low,Annual,0,0
EU102492,46,Agent,1,3,Q4,High,Quarterly,2,0
EU102493,29,Agent,1,60,Q3,Low,Annual,3,0
EU102494,26,Online,0,33,Q4,Low,Quarterly,3,0
EU102495,51,Agent,1,50,Q3,Moderate,Monthly,5,0
EU102496,45,Agent,0,46,Q4,Moderate,Monthly,0,0
EU102497,62,Online,1,12,Q4,High,Quarterly,4,0
EU102498,39,Agent,0,12,Q1,Low,Annual,1,0
EU102499,45,Online,1,11,Q3,Low,Monthly,1,1
EU102500,34,Agent,0,28,Q4,High,Annual,2,0
EU102501,47,Online,1,51,Q1,Moderate,Monthly,1,0
EU102502,63,Agent,1,35,Q1,Low,Quarterly,5,0
EU102503,29,Online,1,34,Q1,Moderate,Monthly,4,0
EU102504,25,Agent,1,22,Q3,Low,Monthly,4,0
EU102505,37,Agent,0,39,Q1,High,Monthly,2,0
EU102506,45,Agent,0,53,Q2,High,Monthly,0,0
EU102507,50,Online,0,23,Q2,High,Monthly,5,0
EU102508,69,Agent,1,12,Q4,Low,Monthly,0,0
EU102509,45,Agent,0,19,Q3,High,Quarterly,2,0
EU102510,42,Agent,0,31,Q2,Low,Annual,1,0
EU102511,61,Agent,0,59,Q1,Moderate,Quarterly,1,0
EU102512,69,Online,1,53,Q2,Moderate,Quarterly,2,0
EU102513,56,Online,0,13,Q3,Low,Monthly,3,1
EU102514,60,Agent,0,19,Q2,Low,Annual,2,1
EU102515,41,Agent,0,36,Q2,Moderate,Monthly,0,0
EU102516,59,Online,0,22,Q2,Low,Annual,1,0
EU102517,35,Online,1,44,Q1,High,Monthly,3,0
EU102518,45,Online,0,30,Q1,Moderate,Quarterly,3,0
EU102519,50,Agent,1,4,Q2,High,Monthly,1,0
EU102520,28,Agent,1,13,Q1,Low,Monthly,3,0
EU102521,58,Agent,0,20,Q2,Low,Monthly,3,0
EU102522,42,Agent,1,39,Q2,High,Annual,2,0
EU102523,64,Online,1,6,Q2,Moderate,Monthly,2,0
EU102524,59,Agent,0,44,Q4,Low,Quarterly,4,0
EU102525,65,Agent,0,12,Q4,High,Quarterly,1,0
EU102526,53,Online,1,16,Q4,High,Monthly,4,0
EU102527,53,Agent,0,45,Q3,Moderate,Quarterly,2,0
EU102528,62,Online,1,17,Q3,High,Monthly,0,0
EU102529,66,Agent,1,8,Q4,Moderate,Quarterly,2,0
EU102530,45,Agent,0,33,Q1,Moderate,Quarterly,4,0
EU102531,66,Agent,0,44,Q3,High,Quarterly,5,0
EU102532,37,Agent,1,57,Q4,Low,Quarterly,3,0
EU102533,65,Agent,0,52,Q4,Moderate,Monthly,1,0
EU102534,41,Agent,0,39,Q4,Moderate,Monthly,0,0
EU102535,33,Agent,1,53,Q1,Moderate,Annual,2,0
EU102536,65,Online,0,12,Q2,Low,Annual,0,0
EU102537,25,Agent,1,26,Q3,Moderate,Monthly,3,0
EU102538,26,Agent,1,19,Q2,High,Annual,0,0
EU102539,53,Agent,1,13,Q1,High,Annual,0,0
EU102540,57,Agent,0,56,Q2,Moderate,Monthly,0,0
EU102541,34,Agent,1,10,Q3,Moderate,Monthly,4,1
EU102542,64,Agent,1,34,Q1,Moderate,Annual,2,1
EU102543,45,Agent,0,31,Q3,High,Monthly,5,0
EU102544,52,Agent,1,27,Q3,Low,Monthly,1,0
EU102545,35,Agent,0,58,Q3,High,Quarterly,4,0
EU102546,58,Online,0,3,Q4,Moderate,Monthly,4,1
EU102547,32,Agent,0,44,Q3,Moderate,Monthly,2,0
EU102548,46,Agent,1,5,Q2,High,Quarterly,1,0
EU102549,32,Online,1,5,Q1,Low,Quarterly,0,0
EU102550,39,Online,1,37,Q4,Low,Monthly,1,0
EU102551,41,Online,1,7,Q3,Moderate,Quarterly,2,1
EU102552,47,Agent,1,40,Q3,Low,Annual,0,0
EU102553,48,Online,1,56,Q2,Moderate,Monthly,4,0
EU102554,69,Online,1,59,Q3,Low,Monthly,3,0
EU102555,43,Online,1,51,Q1,Moderate,Quarterly,4,0
EU102556,29,Agent,0,56,Q3,Low,Monthly,1,0
EU102557,56,Agent,0,48,Q4,Low,Monthly,1,0
EU102558,68,Online,0,42,Q3,Low,Monthly,4,1
EU102559,25,Agent,0,13,Q4,High,Quarterly,3,1
EU102560,47,Agent,0,34,Q3,Low,Quarterly,1,0
EU102561,61,Agent,1,36,Q1,Moderate,Quarterly,4,0
EU102562,32,Agent,1,34,Q3,Moderate,Annual,1,0
EU102563,37,Agent,1,53,Q1,Low,Monthly,4,0
EU102564,32,Agent,0,3,Q1,Moderate,Monthly,5,0
EU102565,47,Online,1,10,Q3,Moderate,Quarterly,5,0
EU102566,67,Agent,0,58,Q4,High,Annual,1,0
EU102567,25,Agent,1,43,Q2,Low,Monthly,3,0
EU102568,69,Online,1,35,Q4,Low,Monthly,1,0
EU102569,48,Agent,1,37,Q3,Moderate,Annual,2,0
EU102570,59,Agent,0,52,Q2,Low,Monthly,3,0
EU102571,48,Agent,1,6,Q3,Moderate,Monthly,1,0
EU102572,41,Agent,0,21,Q2,Low,Monthly,1,0
EU102573,29,Agent,0,58,Q4,Low,Monthly,2,0
EU102574,44,Online,1,45,Q4,Low,Monthly,3,1
EU102575,45,Online,1,5,Q1,High,Annual,5,0
EU102576,64,Online,0,3,Q1,Moderate,Monthly,2,0
EU102577,55,Agent,1,20,Q3,Low,Monthly,5,0
EU102578,70,Agent,0,30,Q3,Moderate,Monthly,4,0
EU102579,60,Agent,0,12,Q2,Moderate,Quarterly,2,0
EU102580,35,Agent,1,35,Q2,Low,Annual,4,0
EU102581,39,Agent,0,32,Q1,Moderate,Monthly,3,0
EU102582,43,Online,1,19,Q2,High,Quarterly,0,0
EU102583,31,Agent,0,15,Q1,Moderate,Monthly,4,0
EU102584,52,Agent,1,10,Q1,Moderate,Monthly,1,0
EU102585,67,Agent,1,57,Q2,Moderate,Quarterly,1,0
EU102586,29,Agent,1,26,Q3,Low,Annual,5,0
EU102587,29,Online,1,6,Q2,Moderate,Monthly,2,0
EU102588,54,Online,1,48,Q3,Low,Monthly,2,0
EU102589,56,Agent,1,47,Q1,Low,Monthly,1,0
EU102590,32,Agent,1,26,Q1,Moderate,Quarterly,0,0
EU102591,34,Online,1,2,Q3,High,Monthly,3,1
EU102592,62,Online,1,49,Q1,High,Monthly,5,0
EU102593,56,Online,0,48,Q1,Moderate,Quarterly,2,0
EU102594,52,Agent,0,32,Q2,Moderate,Monthly,3,0
EU102595,41,Agent,0,3,Q2,Moderate,Annual,5,0
EU102596,55,Agent,1,19,Q1,Moderate,Annual,4,0
EU102597,32,Agent,0,36,Q2,Low,Monthly,0,0
EU102598,64,Online,1,20,Q1,Low,Annual,2,0
EU102599,49,Agent,0,30,Q1,Moderate,Annual,1,0
EU102600,33,Agent,1,37,Q3,Moderate,Monthly,5,0
EU102601,26,Agent,1,45,Q2,Moderate,Annual,0,0
EU102602,39,Online,0,20,Q2,Moderate,Monthly,3,0
EU102603,27,Agent,1,60,Q1,Moderate,Annual,4,0
EU102604,60,Agent,1,34,Q3,Moderate,Monthly,5,0
EU102605,28,Online,0,59,Q4,Low,Annual,1,1
EU102606,38,Agent,1,44,Q2,Low,Monthly,1,1
EU102607,65,Agent,0,17,Q4,Low,Annual,4,0
EU102608,65,Agent,0,42,Q2,Low,Quarterly,3,0
EU102609,49,Online,0,23,Q1,Low,Monthly,2,1
EU102610,34,Online,1,41,Q2,Low,Quarterly,0,0
EU102611,45,Online,1,9,Q2,Moderate,Monthly,3,1
EU102612,60,Online,1,27,Q1,High,Annual,2,0
EU102613,36,Online,1,17,Q3,Low,Monthly,4,0
EU102614,51,Online,0,41,Q2,Moderate,Quarterly,3,1
EU102615,64,Agent,0,46,Q1,Moderate,Quarterly,0,0
EU102616,26,Online,1,17,Q1,High,Monthly,1,0
EU102617,37,Agent,1,49,Q3,High,Monthly,0,0
EU102618,56,Online,0,2,Q4,High,Monthly,3,0
EU102619,55,Online,1,58,Q3,Moderate,Monthly,5,0
EU102620,40,Agent,0,59,Q1,Low,Annual,3,0
EU102621,56,Agent,1,15,Q1,Low,Monthly,2,0
EU102622,56,Agent,1,11,Q1,Moderate,Annual,5,0
EU102623,58,Agent,1,54,Q2,Low,Monthly,0,1
EU102624,35,Agent,1,57,Q2,Moderate,Quarterly,3,0
EU102625,34,Agent,1,37,Q4,Low,Monthly,0,0
EU102626,39,Agent,0,41,Q4,Moderate,Monthly,3,1
EU102627,41,Online,1,9,Q2,Low,Monthly,2,1
EU102628,64,Agent,1,14,Q2,Moderate,Monthly,1,0
EU102629,42,Agent,1,8,Q3,Moderate,Quarterly,3,0
EU102630,33,Agent,0,43,Q2,Low,Quarterly,2,0
EU102631,49,Online,1,12,Q4,High,Monthly,3,0
EU102632,64,Agent,0,7,Q1,Moderate,Quarterly,5,0
EU102633,38,Agent,0,3,Q2,Moderate,Monthly,0,1
EU102634,49,Agent,1,26,Q3,Low,Annual,1,0
EU102635,46,Agent,0,3,Q1,Low,Quarterly,1,0
EU102636,54,Agent,0,46,Q2,High,Monthly,4,0
EU102637,44,Agent,0,4,Q2,Low,Monthly,4,0
EU102638,45,Agent,1,57,Q1,Low,Quarterly,4,0
EU102639,68,Online,0,60,Q1,High,Monthly,0,0
EU102640,56,Online,0,32,Q1,Moderate,Monthly,0,1
EU102641,70,Agent,1,46,Q3,Moderate,Monthly,5,0
EU102642,45,Online,0,14,Q3,Low,Quarterly,0,0
EU102643,59,Agent,0,3,Q3,High,Monthly,4,0
EU102644,56,Agent,1,13,Q1,Moderate,Annual,3,0
EU102645,54,Agent,1,8,Q2,Moderate,Monthly,3,0
EU102646,63,Agent,1,56,Q1,Low,Monthly,1,0
EU102647,36,Agent,0,38,Q4,Moderate,Monthly,0,1
EU102648,65,Online,1,2,Q2,Moderate,Annual,0,0
EU102649,42,Online,1,38,Q2,High,Quarterly,3,0
EU102650,45,Agent,0,52,Q1,Low,Quarterly,2,0
EU102651,37,Agent,1,46,Q4,Low,Monthly,4,0
EU102652,45,Agent,1,31,Q3,Low,Quarterly,2,0
EU102653,32,Agent,0,39,Q1,Moderate,Monthly,1,0
EU102654,70,Agent,1,27,Q2,Low,Annual,3,0
EU102655,64,Online,0,17,Q1,High,Quarterly,3,0
EU102656,70,Agent,1,35,Q4,Moderate,Quarterly,1,0
EU102657,31,Online,1,46,Q1,Low,Annual,1,0
EU102658,47,Agent,0,24,Q4,Low,Quarterly,0,0
EU102659,68,Online,1,1,Q2,Moderate,Monthly,2,0
EU102660,56,Online,1,29,Q4,Moderate,Monthly,5,0
EU102661,35,Online,0,26,Q1,Moderate,Monthly,1,0
EU102662,46,Online,1,44,Q3,Moderate,Annual,5,0
EU102663,46,Agent,0,35,Q3,Low,Monthly,0,0
EU102664,67,Agent,1,51,Q3,Low,Monthly,1,0
EU102665,49,Online,0,44,Q4,High,Monthly,3,0
EU102666,46,Agent,0,24,Q4,Moderate,Monthly,5,0
EU102667,52,Online,0,46,Q4,Moderate,Quarterly,2,0
EU102668,53,Agent,1,33,Q2,Moderate,Monthly,0,0
EU102669,37,Agent,1,26,Q4,Moderate,Annual,3,0
EU102670,42,Agent,1,37,Q1,High,Monthly,2,0
EU102671,26,Online,1,39,Q1,Moderate,Monthly,2,0
EU102672,53,Online,0,52,Q3,Low,Quarterly,4,0
EU102673,45,Agent,0,58,Q2,Low,Monthly,0,0
EU102674,39,Agent,1,51,Q3,High,Monthly,1,0
EU102675,51,Online,0,26,Q4,Moderate,Monthly,0,0
EU102676,55,Online,0,38,Q4,High,Quarterly,5,0
EU102677,39,Agent,1,53,Q4,Low,Quarterly,2,0
EU102678,47,Online,0,50,Q4,Low,Monthly,1,0
EU102679,48,Agent,0,38,Q3,Low,Monthly,5,1
EU102680,68,Agent,0,11,Q4,Low,Monthly,3,0
EU102681,37,Agent,0,29,Q3,Low,Monthly,2,1
EU102682,46,Online,1,29,Q3,Low,Monthly,3,1
EU102683,67,Online,0,3,Q2,Moderate,Monthly,4,0
EU102684,61,Online,0,9,Q2,High,Monthly,0,1
EU102685,57,Online,1,35,Q3,Low,Monthly,1,0
EU102686,27,Agent,1,57,Q2,Low,Annual,2,0
EU102687,43,Online,1,6,Q4,Moderate,Quarterly,4,0
EU102688,47,Agent,1,56,Q4,Low,Annual,2,0
EU102689,53,Online,1,9,Q3,Low,Monthly,0,0
EU102690,54,Agent,1,8,Q3,Moderate,Quarterly,2,0
EU102691,63,Online,1,27,Q4,High,Quarterly,0,0
EU102692,68,Online,1,34,Q3,Moderate,Monthly,1,1
EU102693,49,Online,1,51,Q3,Low,Monthly,4,0
EU102694,61,Online,0,24,Q1,Moderate,Monthly,5,1
EU102695,32,Agent,1,48,Q4,High,Quarterly,4,0
EU102696,66,Online,0,5,Q1,High,Monthly,1,0
EU102697,40,Agent,1,10,Q3,High,Monthly,1,0
EU102698,32,Online,1,20,Q3,High,Annual,4,0
EU102699,25,Online,1,22,Q3,Low,Quarterly,0,0
EU102700,68,Agent,0,12,Q1,Moderate,Monthly,3,0
EU102701,29,Online,0,44,Q1,Low,Monthly,5,0
EU102702,27,Agent,0,29,Q4,Low,Monthly,5,0
EU102703,25,Online,0,31,Q3,Moderate,Quarterly,4,0
EU102704,28,Online,1,6,Q1,Moderate,Quarterly,2,1
EU102705,64,Agent,0,46,Q4,Moderate,Monthly,1,1
EU102706,59,Agent,1,7,Q1,Moderate,Annual,2,0
EU102707,56,Agent,0,53,Q4,Moderate,Quarterly,5,0
EU102708,66,Online,0,33,Q4,Moderate,Annual,1,0
EU102709,58,Online,1,46,Q1,Moderate,Quarterly,2,0
EU102710,67,Agent,0,15,Q2,Low,Monthly,1,0
EU102711,49,Online,1,13,Q4,Moderate,Monthly,2,1
EU102712,34,Agent,0,24,Q3,High,Monthly,2,0
EU102713,45,Agent,0,30,Q1,Moderate,Quarterly,2,0
EU102714,70,Agent,0,33,Q1,High,Annual,4,0
EU102715,63,Agent,0,20,Q2,Moderate,Quarterly,0,0
EU102716,51,Agent,1,19,Q2,Moderate,Annual,5,0
EU102717,51,Agent,0,19,Q4,Low,Monthly,3,0
EU102718,26,Agent,1,38,Q2,High,Monthly,2,0
EU102719,65,Online,1,24,Q4,Low,Monthly,2,0
EU102720,37,Agent,1,5,Q2,Low,Monthly,2,0
EU102721,33,Agent,0,22,Q2,Moderate,Annual,0,0
EU102722,60,Agent,1,60,Q2,Moderate,Monthly,2,0
EU102723,46,Agent,0,22,Q2,Low,Quarterly,4,0
EU102724,66,Agent,1,28,Q3,Low,Monthly,4,0
EU102725,50,Agent,0,17,Q2,Low,Quarterly,2,0
EU102726,36,Online,0,31,Q1,High,Monthly,0,0
EU102727,41,Online,1,47,Q1,High,Annual,0,0
EU102728,38,Agent,1,7,Q1,Moderate,Quarterly,5,0
EU102729,38,Agent,0,17,Q1,High,Quarterly,4,0
EU102730,58,Agent,0,12,Q4,Moderate,Quarterly,1,0
EU102731,44,Agent,1,7,Q2,Moderate,Monthly,2,0
EU102732,35,Online,0,29,Q3,High,Monthly,1,0
EU102733,40,Online,0,45,Q3,Low,Annual,5,0
EU102734,55,Online,0,8,Q2,Low,Monthly,0,0
EU102735,30,Agent,1,4,Q4,Moderate,Quarterly,0,0
EU102736,43,Online,1,40,Q3,Low,Monthly,1,0
EU102737,61,Agent,0,54,Q2,Low,Quarterly,5,0
EU102738,28,Agent,1,16,Q1,High,Monthly,1,0
EU102739,28,Agent,1,16,Q4,Moderate,Monthly,3,0
EU102740,44,Online,1,22,Q2,Moderate,Quarterly,0,0
EU102741,34,Online,1,11,Q3,Low,Monthly,2,0
EU102742,48,Agent,0,59,Q3,Low,Quarterly,4,0
EU102743,59,Agent,1,41,Q4,Moderate,Quarterly,1,0
EU102744,50,Online,1,54,Q3,Moderate,Annual,0,0
EU102745,61,Online,0,60,Q2,High,Annual,3,0
EU102746,62,Agent,1,11,Q2,Moderate,Quarterly,2,0
EU102747,45,Online,1,5,Q4,Low,Quarterly,5,0
EU102748,64,Agent,1,42,Q2,Low,Monthly,1,0
EU102749,63,Online,1,58,Q3,Low,Monthly,0,0
EU102750,45,Agent,0,38,Q4,Moderate,Quarterly,4,0
EU102751,34,Agent,1,48,Q3,Low,Monthly,0,1
EU102752,62,Online,0,12,Q3,Moderate,Quarterly,4,0
EU102753,70,Online,0,40,Q1,High,Monthly,4,0
EU102754,28,Agent,1,25,Q2,Moderate,Monthly,3,0
EU102755,69,Agent,1,58,Q2,Moderate,Monthly,0,0
EU102756,44,Agent,1,45,Q3,Moderate,Monthly,0,0
EU102757,41,Agent,1,13,Q3,Moderate,Monthly,5,1
EU102758,31,Online,0,48,Q3,Low,Quarterly,3,1
EU102759,28,Agent,1,26,Q3,Moderate,Monthly,1,0
EU102760,53,Online,1,11,Q1,Moderate,Quarterly,5,0
EU102761,38,Agent,0,56,Q3,Low,Monthly,5,0
EU102762,27,Online,0,40,Q3,High,Monthly,3,0
EU102763,48,Agent,1,23,Q3,High,Monthly,2,0
EU102764,61,Agent,0,13,Q4,Low,Monthly,2,0
EU102765,40,Agent,0,33,Q4,Moderate,Monthly,3,0
EU102766,28,Online,1,52,Q4,Moderate,Quarterly,3,0
EU102767,48,Agent,1,52,Q4,Moderate,Quarterly,4,0
EU102768,58,Agent,1,28,Q2,Low,Quarterly,1,0
EU102769,54,Online,1,51,Q4,Moderate,Quarterly,1,0
EU102770,42,Online,0,4,Q4,Moderate,Quarterly,2,0
EU102771,43,Online,0,28,Q4,High,Annual,3,0
EU102772,55,Agent,1,34,Q2,Moderate,Annual,2,0
EU102773,43,Agent,1,51,Q3,Moderate,Monthly,3,0
EU102774,70,Online,1,51,Q2,High,Monthly,0,0
EU102775,43,Agent,0,10,Q1,Moderate,Annual,4,1
EU102776,46,Agent,1,49,Q1,Moderate,Monthly,2,0
EU102777,48,Agent,0,55,Q4,Moderate,Annual,3,0
EU102778,69,Online,0,52,Q1,Low,Annual,5,0
EU102779,36,Agent,0,8,Q4,Moderate,Monthly,0,0
EU102780,54,Online,1,9,Q1,Low,Quarterly,5,0
EU102781,62,Agent,1,18,Q2,High,Monthly,5,0
EU102782,55,Online,1,2,Q4,Low,Monthly,5,0
EU102783,60,Online,0,18,Q2,Moderate,Monthly,5,0
EU102784,43,Agent,1,40,Q4,Moderate,Monthly,4,0
EU102785,69,Agent,1,2,Q3,Moderate,Monthly,4,0
EU102786,60,Online,0,22,Q4,Low,Annual,4,0
EU102787,54,Agent,1,16,Q4,High,Monthly,2,0
EU102788,57,Online,1,37,Q1,High,Quarterly,5,0
EU102789,42,Online,0,32,Q1,Low,Monthly,5,0
EU102790,52,Agent,0,10,Q4,Low,Monthly,5,0
EU102791,35,Agent,1,41,Q4,Low,Monthly,4,0
EU102792,69,Agent,0,34,Q2,Moderate,Quarterly,5,0
EU102793,57,Online,0,48,Q4,Low,Monthly,0,0
EU102794,41,Agent,1,16,Q1,Low,Quarterly,0,1
EU102795,30,Online,1,49,Q4,Moderate,Annual,5,1
EU102796,28,Online,1,34,Q2,Low,Quarterly,2,0
EU102797,44,Agent,1,58,Q2,High,Monthly,2,0
EU102798,51,Agent,1,37,Q4,Low,Quarterly,2,0
EU102799,39,Agent,0,40,Q1,High,Quarterly,0,0
EU102800,30,Online,0,56,Q3,Low,Quarterly,1,0
EU102801,38,Agent,0,34,Q4,Moderate,Quarterly,4,1
EU102802,35,Agent,1,44,Q2,High,Monthly,2,0
EU102803,63,Online,1,13,Q2,High,Monthly,4,0
EU102804,33,Agent,0,48,Q1,Low,Monthly,1,1
EU102805,50,Agent,0,37,Q2,Moderate,Quarterly,3,0
EU102806,40,Agent,1,12,Q4,Moderate,Quarterly,2,0
EU102807,29,Online,0,15,Q3,Moderate,Annual,0,0
EU102808,34,Agent,0,30,Q1,High,Quarterly,4,0
EU102809,27,Agent,1,31,Q2,High,Monthly,3,0
EU102810,37,Online,1,29,Q1,Moderate,Monthly,1,0
EU102811,67,Agent,0,34,Q4,Moderate,Annual,1,0
EU102812,54,Online,1,32,Q3,Moderate,Annual,5,0
EU102813,69,Agent,1,44,Q4,Moderate,Monthly,0,0
EU102814,30,Agent,0,23,Q1,High,Monthly,0,0
EU102815,41,Agent,1,10,Q3,Low,Monthly,4,0
EU102816,69,Agent,1,8,Q4,High,Monthly,0,0
EU102817,43,Agent,0,21,Q1,High,Monthly,0,0
