Cust_Id,Age,MonthlyIncome_EUR,MinBal_EUR,MaxBal_EUR,Age_with_Bank
119378,24,2083,263,6372,2
119379,23,2712,378,2665,1
119380,36,2143,392,6999,2
119381,29,2302,207,6660,2
119382,25,1551,298,2440,0
119383,24,2264,277,5152,2
119384,28,2228,109,7018,2
119385,28,1318,235,5589,0
119387,27,1655,103,4431,0
119388,25,1961,159,6042,0
119390,28,2252,310,4249,0
119391,33,2052,82,1417,3
119392,27,2024,510,8548,5
119393,29,2062,407,4273,4
119394,32,2253,285,7172,0
119397,27,1821,252,3232,2
119398,24,1630,111,3268,0
119400,24,2056,434,6238,1
119401,27,2223,243,4448,2
119402,24,2416,455,6229,2
119404,24,2245,432,4503,6
119405,24,2414,426,4689,5
119407,24,2031,507,2855,2
119409,27,2386,38,2710,4
119411,29,2155,186,1213,0
119412,23,2726,430,4436,1
119414,26,1731,336,4038,1
119416,26,2597,329,3991,2
119419,26,2159,609,1996,0
119422,25,2262,312,1186,4
119423,24,1811,615,5372,0
119424,25,2433,348,3969,1
119425,26,1822,308,7513,3
119426,25,2272,0,6527,3
119427,27,2627,253,2831,2
119428,25,2522,12,6256,2
119431,32,1705,604,3363,0
119432,25,2055,427,2041,2
119433,28,2125,545,4475,2
119434,23,2102,68,8072,1
119435,24,1694,333,4646,0
119436,23,2343,124,5354,2
119437,34,1810,142,2644,0
119438,26,2710,382,3500,2
119441,32,2516,80,3167,0
119442,24,2886,322,6355,0
119443,27,2260,361,4760,2
119444,28,2071,182,8302,2
119445,23,2078,252,5720,1
119446,27,2694,12,2401,2
119449,29,2278,336,8209,2
119450,24,2150,237,2671,5
119451,27,2519,440,6561,0
119452,26,1758,148,6265,5
119453,27,2178,319,3237,2
119456,23,2490,214,6041,0
119458,26,2156,446,3264,3
119459,29,1928,336,5537,0
119460,30,2078,505,5544,0
119461,23,1863,447,2777,4
119462,26,2485,254,254,0
119463,26,2541,372,5594,0
119464,27,2754,374,5191,3
119466,32,2088,557,6940,2
119467,28,2045,109,6121,1
119468,28,2362,0,6893,0
119469,29,2266,116,5949,0
119470,27,2143,383,4766,0
119472,24,2586,200,7351,0
119474,26,2644,154,3379,2
119475,24,2260,281,5679,7
119476,24,2079,179,1104,5
119477,29,1941,586,3133,0
119478,23,2149,532,3336,3
119479,23,2366,427,3283,3
119480,25,2076,305,8080,4
119482,23,2059,317,3318,1
119485,28,2385,346,973,1
119486,26,2112,74,4712,1
119488,25,2433,330,4999,3
119490,24,2604,384,4167,1
119491,36,2334,484,4247,1
119492,32,2533,145,2149,1
119493,25,1915,321,7949,3
119494,25,2352,82,5268,3
119497,26,2697,425,4897,0
119499,28,1771,659,3316,4
119500,31,1260,213,2837,3
119501,26,2356,336,5049,5
119502,25,1658,207,7658,1
119504,27,2477,566,7852,3
119506,23,1994,11,5277,4
119507,28,1675,201,2793,1
119508,29,2164,816,5098,2
119509,23,2482,224,3623,1
119510,23,2431,374,6039,0
119515,27,2270,606,2607,4
119516,26,2198,305,6661,0
119517,27,1954,118,6023,0
119520,25,2384,418,4038,0
119521,25,2294,806,4527,0
119522,24,2519,249,5893,2
119523,23,2314,398,9208,0
119524,31,2443,30,6284,0
119525,26,2452,5,4958,0
119526,32,2207,213,7134,4
119527,30,2209,378,1872,0
119528,31,1240,285,3752,2
119530,27,1998,252,2579,0
119531,23,2164,295,3499,0
119533,30,2509,64,2134,2
119534,23,1909,39,4047,2
119536,23,1883,156,5278,4
119539,24,2036,253,3567,2
119540,31,2589,454,6502,0
119542,31,2100,572,4915,1
119543,28,1955,340,4931,1
119544,26,2114,295,4116,5
119545,27,2271,271,6939,6
119546,25,2129,434,6612,0
119547,30,2150,341,3824,2
119548,27,2535,0,4805,3
119550,26,1820,356,9061,2
119551,28,2172,131,4028,4
119552,23,2022,212,6711,4
119553,25,2372,232,9457,2
119558,27,1849,180,3229,0
119562,23,2182,545,4086,3
119564,26,2460,363,6135,0
119566,29,1779,227,4415,0
119568,24,2174,202,3893,0
119569,25,2092,331,5789,5
119570,25,2132,549,5282,1
119571,25,2735,266,4885,0
119572,23,2233,249,6367,2
119573,26,2326,493,4500,2
119574,26,1537,79,4100,0
119576,26,3141,173,3276,1
119577,29,2644,258,6096,1
119578,27,2055,145,4631,1
119579,28,2953,50,5824,3
119580,25,2209,0,4172,0
119583,26,2103,442,764,1
119584,28,1458,66,1797,0
119585,36,2460,327,3467,6
119586,28,2102,398,4257,3
119589,34,2063,0,5468,0
119590,24,2287,279,7352,0
119591,25,2597,286,7046,1
119593,31,2149,543,6781,3
119594,27,2159,255,4694,2
119597,26,2269,304,3343,3
119598,25,2426,376,4761,1
119599,28,2229,393,4347,0
119600,27,2060,269,6787,1
119601,23,2105,387,8076,0
119603,24,1837,46,2103,0
119605,24,1670,0,6242,5
119606,25,2211,591,5204,6
119608,27,2639,481,3034,4
119609,23,2711,262,4772,0
119611,23,2283,457,2654,2
119612,25,2067,46,8467,5
119613,25,2744,162,2651,5
119614,26,2630,394,6732,0
119615,28,2255,214,5263,2
119616,30,1996,176,5625,3
119617,26,1062,444,6605,4
119619,23,1589,734,3945,1
119621,31,2820,263,1079,0
119622,32,1773,519,7552,1
119623,27,1850,333,4715,3
119624,28,1896,227,2757,1
119625,26,3058,646,6524,5
119626,26,2179,368,4669,3
119628,24,2258,381,6250,0
119630,26,2706,300,5276,1
119631,24,2332,337,6924,0
119632,32,2160,248,2959,2
119633,28,2781,362,2129,1
119634,26,2086,129,5283,2
119635,23,2152,161,3248,4
119636,31,2086,240,8659,4
119637,24,2555,329,3519,5
119638,26,2469,495,4140,1
119639,25,2292,274,5465,1
119640,23,1853,445,1136,0
119641,25,2078,223,4610,0
119644,26,1680,280,2376,1
119645,31,2726,361,3697,0
119646,26,2625,197,958,2
119649,28,1965,15,3345,1
119651,27,2666,14,1758,2
119652,26,2591,214,7977,0
119653,26,2057,546,6593,2
119654,25,2614,451,3589,0
119655,26,2587,719,2052,4
119656,24,2138,313,3560,0
119660,24,2604,263,6730,3
119661,31,3053,79,4975,1
119662,27,2381,505,2348,3
119663,25,2307,429,429,1
119665,28,2856,184,4907,3
119666,24,1998,368,3360,0
119667,31,2133,347,6187,0
119673,25,2050,344,5720,1
119676,29,1994,520,2198,0
119678,27,2445,294,5048,0
119679,25,2157,367,4162,0
119680,33,2595,316,3323,0
119681,28,2475,248,7817,1
119684,31,2827,612,1015,2
119686,25,2554,247,2787,1
119687,24,2118,224,4614,5
119688,23,2043,387,4670,5
119689,26,2270,501,5029,2
119690,25,2504,393,1377,2
119691,26,2495,0,3854,3
119692,25,2056,605,4471,2
119693,26,2022,446,4397,2
119694,25,1708,268,5822,0
119696,25,2071,222,5324,3
119699,23,2397,390,3965,1
119700,24,2307,349,5109,2
119701,25,2474,347,4711,0
119702,28,2669,97,5334,0
119703,23,1666,2,6721,3
119704,25,2013,693,2944,2
119705,25,2123,323,6027,2
119707,25,2112,458,4821,2
119708,29,1688,320,4920,2
119709,25,2504,341,2362,4
119710,25,2029,489,3872,1
119712,32,2217,383,3934,0
119715,28,2349,358,5053,1
119716,24,2109,194,6733,4
119717,23,2334,387,4899,2
119719,32,2337,233,3528,1
119720,26,2629,370,5187,1
119721,27,2263,286,2620,4
119722,25,1963,530,530,2
119723,26,1978,184,7422,5
119724,30,2390,0,6277,0
119725,23,2388,529,2466,0
119727,28,2188,317,4697,3
119728,26,2267,162,4619,2
119729,25,2179,0,6010,0
119730,26,2074,157,3880,1
119731,23,2450,400,6637,3
119732,25,2302,265,4099,3
119733,24,2626,242,6744,0
119735,29,2292,617,2901,3
119737,34,1884,710,5710,5
119738,28,2174,364,5155,0
119740,24,1678,174,2569,3
119741,24,2342,35,4389,1
119742,26,1883,267,3292,5
119744,25,2025,417,6341,2
119745,24,2190,369,3082,3
119748,28,2259,246,2805,0
119750,26,2299,159,8062,6
119751,28,2388,351,4190,0
119752,24,1918,489,5750,0
119753,25,1810,547,9153,3
119754,29,2404,248,4869,2
119757,23,2763,469,3898,0
119758,29,2512,84,4733,0
119759,30,2388,174,4169,0
119761,29,2073,94,6041,3
119762,28,2162,197,1153,1
119763,31,2013,211,4514,0
119764,26,1766,73,3983,1
119765,24,2212,102,2583,0
119766,29,2566,521,5652,0
119767,27,1775,164,2610,6
119768,33,2662,0,3746,2
119769,28,2602,118,5846,6
119770,25,2331,120,938,0
119774,24,2047,353,1948,1
119775,28,2210,545,4667,1
119776,24,2246,478,4546,0
119777,29,2821,401,5511,0
119778,26,2387,371,3631,0
119779,23,2131,245,2696,2
119780,25,2167,548,5080,3
119781,26,1965,375,3431,4
119782,25,2019,159,5433,2
119783,25,2501,274,2592,1
119785,23,1996,276,7257,1
119786,34,2004,513,4192,2
119787,29,1959,269,6995,1
119790,25,2107,523,4475,0
119791,28,2210,163,3493,3
119793,29,1953,468,6342,0
119794,25,1741,203,2566,3
119795,24,2642,513,4713,1
119796,28,2526,84,2994,0
119798,23,2503,108,5886,3
119799,27,2832,129,1608,2
119800,24,2023,449,4346,0
119801,32,1830,297,5285,2
119802,27,2418,106,4669,1
119803,27,1716,197,7800,0
119804,24,2213,184,1590,0
119805,28,2102,344,7007,2
119806,23,2422,698,2866,3
119807,26,2041,336,535,1
119809,29,1954,570,4268,0
119810,26,2433,205,4671,5
119811,32,1980,533,5465,1
119812,34,2381,226,5517,0
119813,28,1865,237,3518,0
119814,25,2192,242,6002,1
119816,28,2238,269,4325,3
119817,25,2590,363,6589,0
119818,27,2191,226,5029,0
119819,31,2033,318,4592,1
119822,24,1571,498,3981,1
119823,28,2372,339,5660,2
119824,27,1890,431,3539,1
119826,28,2378,566,5512,2
119829,24,1753,513,6765,0
119831,28,2062,628,5836,1
119832,26,2265,591,4286,0
119833,32,2176,535,4720,2
119834,24,2363,383,5849,4
119835,24,2530,425,5875,0
119836,29,2314,111,6051,1
119837,24,2496,252,5151,1
119838,30,2111,822,5502,0
119839,27,3288,0,4090,1
119841,29,2426,293,4808,0
119842,28,2780,449,531,1
119843,28,2229,335,5275,3
119848,31,2781,249,5714,5
119849,24,2173,224,3041,1
119850,24,2508,524,2118,1
119851,27,2700,409,6254,0
119852,27,2232,474,1993,0
119856,26,1931,240,2529,2
119857,23,2640,480,5438,0
119858,25,2301,316,5105,2
119860,23,2231,115,4597,2
119861,29,2368,444,6680,2
119862,30,1682,450,7090,0
119863,27,2436,398,4018,1
119865,30,2746,483,5503,0
119866,27,2128,291,6365,1
119867,24,2654,548,4332,3
119869,28,2246,79,3150,4
119871,26,2891,357,2646,4
119872,25,1791,178,1188,0
119873,31,2363,489,5633,0
119874,24,2214,0,9967,3
119875,24,2191,441,5093,1
119876,31,2392,421,4113,1
119878,28,2375,318,3677,1
119879,24,2608,224,1235,0
119881,25,2184,153,7376,0
119882,27,1870,440,4738,1
119883,30,2854,475,5078,3
119884,30,2138,231,3374,4
119885,23,2102,527,4199,2
119887,23,2565,533,4583,0
119889,24,2592,463,463,0
119890,23,2100,407,4805,3
119891,27,2672,217,2044,4
119895,29,1828,562,2376,1
119897,25,1955,418,4377,1
119898,24,2528,228,6079,1
119899,29,1559,136,6340,1
119900,27,2310,145,5167,5
119901,25,2281,233,2716,0
119904,25,1936,162,3764,0
119905,27,2217,134,3600,2
119908,26,2081,0,4269,0
119909,26,1926,299,3220,1
119913,30,2188,525,7369,2
119915,27,2043,263,4689,1
119916,24,2050,245,4943,2
119917,30,1971,383,8928,0
119919,25,2674,232,3535,3
119922,27,2534,449,4570,3
119924,24,2670,240,6883,5
119925,29,2394,266,4486,4
119926,27,2268,544,4503,0
119929,27,2491,126,4943,2
119930,30,2163,310,5385,1
119934,27,1875,333,3820,2
119935,29,1974,151,2797,4
119938,34,2375,248,2845,3
119939,24,2801,377,5002,0
119940,26,2898,330,4341,0
119942,26,2196,678,4715,3
119943,28,2069,754,7066,2
119944,26,2194,316,4261,2
119945,31,2628,462,4954,5
119946,23,1738,415,5889,1
119947,23,2414,488,4868,2
119948,25,2135,482,5475,4
119949,26,2652,208,5025,0
119950,25,2634,647,1885,1
119952,26,2163,469,6679,0
119953,23,2495,420,4260,2
119955,25,1384,336,5043,2
119959,31,2514,304,4176,3
119960,27,2622,277,5605,2
119961,24,2273,635,2140,4
119965,27,1982,111,4034,3
119966,28,2257,487,5015,2
119967,27,2823,324,8205,4
119968,25,1902,265,7361,1
119969,30,2404,247,4003,3
119970,23,2306,46,4674,1
119971,29,2687,641,4767,2
119972,23,2749,357,889,0
119976,27,2040,452,7695,2
119979,27,1919,14,5779,0
119980,26,1965,718,5016,4
119981,28,1939,196,3663,3
119982,27,2363,767,6363,0
119984,25,2120,565,7921,4
119985,25,1922,426,1210,4
119989,33,3094,255,4305,3
119990,23,2455,348,3754,0
119991,29,2804,285,5147,3
119992,23,2528,229,2382,3
119993,28,2252,157,1846,1
119994,28,2003,175,5542,2
119995,28,1878,393,6082,4
119996,26,2569,177,6241,1
119997,30,2287,108,3706,0
119998,26,2403,325,3632,2
119999,31,2469,0,4494,1
120001,39,4062,1094,17874,6
120002,30,4441,857,8103,9
120003,37,4663,1379,18310,2
120004,32,3454,794,15552,5
120005,33,4263,1654,8303,5
120006,35,3947,1756,13355,5
120007,34,3673,812,13237,5
120008,28,3796,1364,8813,7
120009,40,4514,827,14556,5
120010,39,3273,492,10875,7
120011,34,3674,951,8236,1
120012,38,3956,1084,16864,2
120013,33,4554,730,7681,10
120014,31,3852,1305,9627,5
120015,35,3701,1329,19495,7
120016,30,3945,1825,9239,6
120017,37,5091,1445,19659,4
120018,32,5414,1693,15623,5
120019,28,4325,1109,9381,8
120021,34,4746,1357,17567,8
120022,36,3525,860,18682,7
120023,40,4467,1272,14784,8
120024,28,3311,1465,12978,7
120025,39,3485,1253,12031,7
120026,33,4160,1246,11944,3
120027,34,4450,859,19638,7
120028,35,2634,1991,7482,3
120029,34,3604,930,16296,9
120030,26,4747,1052,7476,8
120031,37,3693,1760,16833,7
120032,38,3505,1803,12151,8
120033,38,3939,1104,11681,2
120034,36,5214,1173,13393,4
120035,34,4736,1621,17747,5
120036,29,4421,1627,16233,8
120037,36,4103,1346,13686,3
120038,35,4642,1465,9831,4
120039,34,4672,1300,9320,2
120040,36,3800,279,13168,1
120041,34,3697,1546,8807,5
120042,33,4047,674,11052,5
120043,30,4792,780,5677,8
120044,34,4752,1102,12873,6
120045,40,3974,975,12009,5
120046,30,3738,953,9127,5
120047,39,4725,2025,8141,4
120048,37,4011,1647,11068,6
120049,28,4854,1354,11090,5
120050,37,4222,1608,15541,5
120051,35,4555,1887,13130,6
120052,34,3798,828,10313,8
120053,42,5136,1029,15198,7
120054,38,3503,1368,6803,5
120055,31,4625,1219,12296,9
120056,37,3615,1043,12300,4
120057,31,5056,1610,16298,4
120058,31,3410,1106,15759,7
120059,35,5352,681,12155,8
120060,39,5326,1760,11750,3
120061,29,4759,1820,13676,5
120062,32,4698,1999,9111,5
120063,39,4644,1987,8492,5
120064,31,3819,1094,12785,5
120065,35,3902,1054,18804,6
120066,33,4500,452,11575,1
120067,40,5052,820,14917,6
120068,36,4660,1345,11283,5
120069,33,3134,581,8232,3
120070,31,4674,1434,13638,3
120071,43,3883,1377,9567,4
120072,34,4651,895,8476,6
120073,34,3829,1432,13439,5
120074,36,4787,1462,13669,4
120075,37,4652,766,17288,4
120076,29,4149,1010,15428,4
120077,34,3516,1302,14269,7
120078,30,4990,816,15390,4
120079,32,4333,40,3995,4
120080,40,4128,1286,10577,6
120081,39,4324,855,12996,3
120082,37,3436,549,16069,6
120083,29,4630,779,5972,6
120084,35,4018,593,5459,5
120085,32,4216,1054,5396,3
120086,38,4344,1852,9931,3
120087,32,3124,1605,13390,5
120088,31,2938,1321,5902,4
120089,36,3146,1010,10590,1
120090,39,3714,1298,13841,8
120091,39,4048,1501,11562,8
120092,40,3154,1663,6060,4
120093,40,3340,895,13927,6
120094,41,4264,401,15075,4
120095,35,3459,1962,8124,3
120096,33,3775,1714,10236,8
120097,31,4928,1201,7835,6
120098,39,4404,986,20942,7
120099,34,3179,964,11724,7
120100,31,4267,939,9436,4
120101,37,4459,547,13028,0
120102,29,4778,1075,7383,8
120103,30,4586,1128,13060,1
120104,35,4516,743,12386,5
120105,38,4232,1209,15834,3
120106,33,4492,1609,5796,4
120107,34,4778,973,12216,8
120108,38,4114,1652,12934,7
120109,38,3733,1336,10205,4
120110,26,4110,1313,18675,9
120111,40,3938,813,7836,6
120112,33,4120,1776,12233,6
120113,32,2955,1338,8221,7
120114,33,4859,1390,8288,3
120115,29,4340,1589,19199,6
120116,45,4906,825,10185,10
120117,29,3577,1533,13312,4
120118,29,4511,1025,7379,6
120119,33,4072,1016,11017,9
120120,29,4274,1227,14558,8
120121,35,4584,1002,7709,5
120122,41,4718,952,10520,3
120123,35,3878,931,14230,6
120124,36,3879,1130,20343,5
120125,33,4405,667,8784,4
120126,30,2242,902,14309,3
120127,33,4694,1371,14625,5
120128,39,4397,800,14109,6
120129,40,4322,1359,10068,2
120130,35,4316,1867,8399,4
120131,38,3127,1865,17120,5
120132,31,4050,519,6441,6
120133,32,4354,1291,9039,7
120134,28,4330,789,16642,6
120135,39,5545,734,7363,6
120136,32,3897,1215,11007,6
120137,29,4470,1622,18400,4
120138,37,3276,1581,10005,5
120139,40,3539,558,8949,5
120140,33,5107,1315,6212,5
120141,27,3961,1078,10243,7
120142,33,4264,558,14318,4
120143,35,4374,1470,9832,7
120144,37,5108,604,12108,1
120145,38,4161,1187,9840,11
120146,35,3802,1536,15650,6
120147,33,3740,1242,15993,6
120148,37,4312,1134,11092,4
120149,29,4703,1397,18083,6
120150,31,3795,1357,12645,6
120151,32,3721,1561,12685,1
120152,33,4667,1284,5224,6
120153,29,4853,1556,10900,4
120154,38,5155,1533,11880,1
120155,30,4283,1576,13304,2
120156,24,4473,404,9217,3
120157,38,4454,966,8443,6
120158,37,2855,1566,17756,10
120159,34,4947,1419,15018,6
120160,36,4721,1270,18663,10
120161,35,4424,1432,8135,7
120162,39,4379,1535,13846,6
120163,31,4286,1162,11525,7
120164,41,5537,592,7877,2
120165,38,3060,2037,10827,5
120166,32,3911,1101,6440,3
120167,31,4223,1273,9499,6
120168,35,4953,375,14479,8
120169,30,4431,1472,16990,5
120170,34,3773,860,9173,7
120171,40,3667,1050,17931,4
120172,35,4321,1140,4163,10
120173,43,3977,1739,13592,7
120174,31,5517,1935,10751,6
120175,36,4346,1336,10342,7
120176,32,3758,1446,3899,6
120177,34,5378,1324,9636,1
120178,37,3600,1013,9555,7
120179,32,4253,538,6461,6
120180,31,3801,1759,10868,4
120181,33,3754,1351,12077,3
120182,32,4410,1316,12614,7
120183,30,4796,1684,9372,6
120184,40,4619,774,11777,5
120185,33,3690,866,15498,9
120186,38,4973,1246,16160,4
120187,38,4501,1460,15299,4
120188,39,2684,1410,15342,8
120189,29,4687,1557,12573,7
120190,33,4931,1693,17081,7
120191,37,4290,957,13559,4
120192,32,4562,2280,11029,4
120193,40,5394,939,5333,3
120194,30,2587,1353,6412,6
120195,38,4572,1193,5881,8
120196,33,3625,1133,14310,3
120197,39,4922,2010,8408,7
120198,36,4007,1779,8768,6
120199,31,4442,1297,10395,6
120200,38,3187,1274,8034,7
120201,28,4709,334,12221,3
120202,33,3434,945,5456,7
120203,33,3992,1115,14356,6
120204,36,4974,1023,13988,6
120205,24,4639,1305,11157,5
120206,35,4020,1099,9468,9
120207,36,3279,1317,13053,5
120208,31,4090,1236,16421,4
120209,33,3874,1469,3921,5
120210,35,3866,1322,14383,5
120211,38,3727,1911,11093,4
120212,26,3954,1179,9848,7
120213,34,4046,1684,10584,7
120214,36,5415,715,6907,4
120215,37,3498,926,4722,6
120216,34,4921,678,14470,5
120217,37,4976,1956,14436,5
120218,34,2764,1226,12196,3
120219,39,3684,536,15822,6
120220,31,4131,797,16241,6
120221,32,4290,1360,14697,2
120222,36,3247,1008,15435,5
120223,37,4068,931,16257,7
120224,37,4466,684,13639,7
120225,33,3258,1690,11008,6
120226,33,4162,1777,11558,5
120227,34,3623,1648,11454,3
120228,30,4068,1780,7690,4
120229,31,3687,1323,14283,4
120230,40,3953,1078,11192,6
120231,34,3951,393,16126,6
120232,32,5254,869,8553,8
120233,32,5524,1176,19350,4
120234,36,5509,1411,8814,8
120235,43,2741,1085,7033,6
120236,39,4596,1174,13444,6
120237,29,4023,737,16058,10
120238,40,3529,1800,12132,4
120239,31,5117,1201,12441,10
120240,32,4113,1040,10104,4
120241,33,4782,656,8584,8
120242,30,4840,1814,11544,6
120243,40,4625,398,9501,3
120244,32,3990,1309,15186,8
120245,26,3996,956,16479,7
120246,31,4260,1183,8058,7
120247,35,5116,1166,5628,5
120248,28,4854,1400,16765,6
120249,36,4046,1209,8948,4
120250,31,4146,1341,7127,4
120251,39,5324,1057,15034,4
120252,36,3424,1090,14528,4
120253,35,3019,1548,15805,6
120254,28,3655,1313,4585,7
120255,29,5533,1571,11405,6
120256,32,3447,887,10157,8
120257,34,3617,1156,15336,6
120258,41,4394,922,12261,8
120259,36,4314,1157,5335,7
120260,33,4931,826,15364,1
120261,40,4994,914,9453,7
120262,34,3934,1511,13675,3
120263,36,4443,812,8842,8
120264,41,4336,1284,8357,5
120265,37,3702,1699,11141,6
120266,36,4542,838,10453,5
120267,37,4282,1549,16259,7
120268,34,4409,885,885,4
120269,35,3807,1100,12878,5
120270,28,4988,1602,12544,7
120271,32,3538,767,15598,7
120272,34,3680,2248,16462,1
120273,36,5476,1164,9239,5
120274,33,3936,2083,13416,8
120275,44,4247,1877,11694,5
120276,38,4087,1334,7333,5
120277,35,3472,654,8832,4
120278,29,3360,1481,12856,6
120279,34,3898,782,14596,5
120280,37,3975,1206,8654,7
120281,34,3669,1193,7278,7
120282,34,4472,1161,13501,8
120283,34,4782,1145,9052,7
120284,32,4395,971,7655,6
120285,29,3941,905,9144,6
120286,43,4842,986,17374,4
120287,30,4581,1628,16777,8
120288,33,5168,662,15978,7
120289,36,3799,933,18462,4
120290,26,3682,1998,13223,4
120291,41,4705,1119,12690,5
120292,39,4189,1474,7476,7
120293,28,4342,885,11070,5
120294,33,5657,692,14268,5
120295,38,3585,1367,10609,3
120296,34,4458,1052,9071,8
120297,38,4313,1632,14641,6
120298,41,4972,967,10871,3
120299,31,2890,1199,12612,7
120300,36,3926,1790,13955,6
120301,30,4569,1509,3507,3
120302,33,4228,1182,14780,4
120303,35,4286,1321,8158,7
120304,35,3769,1540,12860,6
120305,31,4576,1132,10646,6
120306,37,4952,538,7551,4
120307,29,5256,533,13804,11
120308,31,4275,1209,6801,3
120309,39,4182,1106,13667,3
120310,31,4371,1599,12159,8
120311,36,3689,1738,3728,7
120312,41,4014,1443,12572,3
120313,34,3650,1468,13679,7
120314,40,4456,1830,7753,8
120315,29,3764,440,7991,6
120316,32,4252,608,11985,7
120317,35,4256,759,18532,3
120318,30,4086,682,6589,5
120319,33,5186,1144,18741,7
120320,35,4748,1300,10520,4
120321,35,4574,1304,15493,8
120322,33,4767,1401,12260,6
120323,27,3865,1318,11941,4
120324,32,3724,1149,7410,8
120325,29,4573,987,17779,7
120326,34,3643,633,5075,8
120327,34,3791,1166,8432,7
120328,34,4108,1422,13540,7
120329,31,2373,1648,20115,6
120330,28,3727,873,12720,5
120331,40,4726,2116,16905,6
120332,35,4280,1553,12882,7
120333,33,4577,1474,11561,6
120334,34,4649,1288,17614,10
120335,29,3636,114,8413,6
120336,40,2917,1354,4412,3
120337,32,4254,1101,13643,6
120338,34,4034,1708,17327,7
120339,36,3797,1184,14239,8
120340,37,3832,1679,11744,5
120341,34,4881,927,7483,4
120342,30,3663,1063,13741,7
120343,37,4507,1056,13130,5
120344,38,4654,1398,18692,6
120345,39,4867,1576,12359,7
120346,37,3372,1150,1153,6
120347,43,4047,1547,8486,7
120348,35,5770,1307,21996,6
120349,35,5877,614,9372,5
120350,39,5454,1559,9375,7
120351,41,4647,663,4748,10
120352,40,4391,412,12077,6
120353,34,3718,968,12032,6
120354,38,3140,746,9887,4
120355,39,4789,1357,10743,6
120356,35,3934,1421,13686,9
120357,31,3295,1480,11697,5
120358,30,4501,1137,4824,3
120359,36,6058,948,12450,5
120360,38,4496,956,11065,2
120361,33,3923,1164,13243,6
120362,31,4619,1301,17047,4
120363,32,3774,1616,13898,8
120364,35,3924,573,17478,6
120365,38,4489,1515,18959,6
120366,36,3198,1305,13098,6
120367,35,4378,2031,13129,4
120368,40,4101,1289,13766,8
120369,45,4142,1817,8452,7
120370,35,3844,1220,9174,1
120371,41,5170,1332,10971,5
120372,32,3536,1288,4481,6
120373,39,3942,1217,3817,0
120374,31,4427,1289,9300,5
120375,33,5150,1608,8597,6
120376,34,3414,1694,14604,7
120377,27,4498,1361,3538,8
120378,27,4040,1544,11656,7
120379,31,5602,1010,13287,7
120380,40,4614,1643,13908,0
120381,34,4057,1222,15507,5
120382,38,3378,1636,10075,8
120383,28,4201,1556,12644,5
120384,36,4129,846,10978,6
120385,36,2654,1127,8323,5
120386,31,4138,1292,8746,4
120387,42,5135,590,5779,3
120388,29,4553,607,12452,6
120389,34,4173,1337,11022,4
120390,44,4147,923,8806,7
120391,31,3909,881,15323,2
120392,32,3771,1630,14017,8
120393,35,4457,1996,15514,5
120394,29,3911,1270,12218,5
120395,37,4323,1615,8765,5
120396,27,4651,1729,9057,3
120397,35,3175,551,14425,6
120398,40,3283,1350,6758,7
120399,37,3734,1741,10242,6
120400,34,3927,1633,13174,7
120401,33,3659,1361,8569,6
120402,34,3695,1009,11084,9
120403,33,3668,1642,7608,2
120404,36,3737,1241,9863,3
120405,37,4598,1260,19311,6
120406,35,3855,489,6262,8
120407,37,4773,1527,15285,9
120408,37,4912,909,12446,3
120409,30,4539,1201,1201,7
120410,25,3301,1161,6332,8
120411,35,3704,1530,9292,8
120412,33,4626,753,8462,3
120413,35,5227,1042,10672,8
120414,41,3037,1094,11840,6
120415,33,4733,709,20117,5
120416,36,3622,1752,9594,6
120417,31,3116,1220,7316,5
120418,36,4646,583,4961,5
120419,31,3339,306,9618,5
120420,39,3319,1368,4754,6
120421,35,5755,1117,9189,7
120422,34,3138,1415,5400,5
120423,28,3446,1356,5487,3
120424,29,4154,927,13975,4
120425,37,3745,641,12285,7
120426,39,4390,1646,10146,3
120427,35,4496,1212,12509,4
120428,34,3564,549,9751,5
120429,35,5539,1932,13606,6
120430,34,3212,1242,9173,3
120431,32,4011,623,15221,8
120432,29,4102,827,11999,9
120433,29,4220,1406,15379,7
120434,32,4650,654,8296,8
120435,35,4664,834,6978,5
120436,29,4157,968,7319,3
120437,34,4879,1196,13072,7
120438,31,3309,1387,10620,6
120439,28,4323,1199,11972,5
120440,32,4773,511,18609,6
120441,35,4197,1622,2265,6
120442,32,4016,1259,16090,6
120443,40,4132,637,11770,6
120444,37,4327,1616,15954,2
120445,39,4328,1253,4730,5
120446,47,4682,1520,9479,5
120447,32,4661,1104,13846,4
120448,29,4052,733,9457,8
120449,31,4340,881,13625,4
120450,35,3959,1267,16482,3
120451,36,3114,1009,16262,6
120452,35,5036,949,4460,4
120453,33,5194,274,7593,6
120454,36,4336,696,7476,3
120455,39,3985,910,14045,5
120456,31,3850,1418,16927,8
120457,31,5104,1372,7758,6
120458,42,3737,1350,9215,8
120459,30,3709,1515,17041,8
120460,38,2809,1409,15346,5
120461,34,4595,722,12402,5
120462,40,5163,1103,21329,6
120463,33,4517,1208,12617,8
120464,36,3865,1519,10385,4
120465,29,3025,775,4372,7
120466,32,4497,983,983,5
120467,35,4404,1376,18449,4
120468,32,3800,1136,4862,6
120469,29,4111,1866,10448,5
120470,43,4609,805,7884,7
120471,34,4679,1574,2284,6
120472,39,4586,1155,16355,3
120473,42,5039,1024,12503,2
120474,32,4360,1516,7347,0
120475,34,4620,2113,9901,9
