Cust_ID,Age,BillAmt_Product,BillAmt_Service,BillAmt_Pre,Vintage
53511,39,57579,17471,27343,3
74475,63,96261,38405,59066,8
24244,28,16494,4851,11306,1
29417,25,5857,3933,12016,1
90879,45,74810,35966,60806,5
14888,27,17231,4612,12437,1
37958,26,15027,3849,11315,1
61116,44,39783,18803,35347,4
57944,30,42104,17261,26681,2
24904,27,19964,4298,10551,1
19758,28,18356,2738,10272,1
36616,29,19607,3761,11082,1
47204,33,40891,12020,36628,2
76944,48,66519,45808,67958,5
88889,56,83416,47702,44783,8
50978,30,43140,12070,33373,5
43062,31,53243,12151,37715,5
25135,28,11575,4489,11456,1
31287,28,6026,4795,14970,1
69908,54,91765,44606,44825,8
55742,37,29676,15423,26338,4
46218,34,46726,16041,37087,3
75113,50,85768,38173,42322,7
60887,39,31214,19928,31903,5
64590,41,43293,19708,31654,5
48703,39,38420,17766,26974,4
35960,27,14089,3559,12170,1
35210,26,9082,4979,13582,1
57623,38,55038,18927,32937,5
28402,27,18397,4622,11372,1
47373,44,42462,13419,32757,4
76839,47,77363,40093,41330,8
85029,53,69145,36589,53805,5
69469,55,66034,46993,69794,5
30500,29,9906,3133,12068,1
21378,27,6432,3005,13529,1
32808,25,9138,2854,14683,1
33476,27,18177,3081,11491,1
41273,45,32239,12133,37893,2
39838,41,39395,17073,33711,4
83727,52,74060,36716,54672,5
16944,28,19991,5027,13179,1
47037,32,51126,12134,39503,2
37081,28,11280,2673,12478,1
73149,61,77664,31462,60889,5
18546,27,8706,4947,11228,1
90954,50,71820,46351,47711,8
67388,47,73000,41453,67804,8
90616,53,85014,34553,69666,7
25477,28,6515,3792,14154,1
88951,58,89102,37770,63655,8
48524,35,31140,18016,36618,5
25620,27,12995,4120,11310,1
39343,45,56339,15994,20853,4
54475,38,59291,17007,34710,2
58066,42,36207,16266,21525,4
63628,34,47971,19745,39404,3
31595,25,7453,4132,12019,1
62893,33,34128,12035,23210,3
34890,25,11044,4859,14273,1
15055,29,7508,4992,13736,1
26266,27,10725,3924,14979,1
42234,33,33919,12847,28878,3
21466,29,12655,5042,11212,1
28685,29,5397,4648,14999,1
45327,38,41385,19125,37734,3
73473,52,78277,45366,68428,8
26377,29,17417,3970,10455,1
24261,25,9470,4960,14900,1
39209,35,25941,18458,33915,2
72296,60,90867,38942,52753,6
80060,57,65909,40994,51400,6
85874,61,78287,35535,49326,8
85623,61,89483,40856,43606,8
80656,60,97961,40070,61034,8
83827,63,95822,43618,53904,8
42836,36,56232,12566,24238,3
43686,31,55169,17001,36561,2
61397,31,46190,12401,35062,4
27976,28,12699,3774,11925,1
36870,27,7328,4325,13052,1
14304,27,18977,4588,12884,1
50924,43,34887,14242,21117,5
63512,39,32026,19601,29676,5
66855,47,74430,36899,40630,5
32759,25,8179,3715,10720,1
37316,26,14471,3956,14399,1
75272,62,78460,38863,60574,7
17245,28,18341,2560,11511,1
80520,46,90888,41963,54421,5
20126,28,8597,2674,13091,1
14942,25,8624,4877,14171,1
37057,27,8123,3969,10992,1
70883,60,78099,34549,59673,8
52642,34,33976,19201,32281,5
69460,47,66306,48965,43751,5
69734,58,97910,44784,49500,7
77274,56,91925,39436,60379,8
43567,42,51109,17727,37356,3
43395,32,40571,15200,26358,5
24789,29,8849,4101,12870,1
19326,26,10843,3634,12911,1
15816,27,10052,2566,10844,1
67880,53,87726,46421,68012,8
74703,59,86842,46816,57348,6
47678,35,46272,19324,29175,3
28722,28,16678,3969,12617,1
29023,27,10667,4787,13060,1
90564,55,96574,35933,40693,5
77309,51,72076,37446,60711,8
61545,40,38689,13387,38810,5
41521,40,46069,16227,31707,5
61445,45,56094,15434,34892,5
79723,55,80136,40673,55095,8
18816,28,9983,4027,12661,1
66656,59,87686,34323,64074,6
90634,64,66010,34129,41384,5
80868,64,68100,42714,63096,5
69275,65,80350,30954,55651,7
62821,45,43350,14354,33906,5
39262,41,37024,15637,31896,4
80167,64,72555,41968,42072,7
40846,43,37313,13820,21486,5
48154,37,31649,15562,31818,3
43609,31,52424,12877,21934,3
25273,29,19481,3371,12012,1
28248,27,18375,4845,14739,1
27375,26,13791,4744,14123,1
34647,29,5831,3156,12679,1
73942,46,87292,44148,45974,8
81486,51,67130,35431,57760,6
33197,28,7000,3365,11252,1
12410,28,9821,4754,10472,1
47633,41,41936,16913,20423,5
53966,41,55574,15146,35882,2
47702,38,40020,16064,32185,2
87120,51,80689,33241,69985,6
40449,41,36277,13744,26429,3
18804,25,19725,4920,13402,1
86514,49,87288,38279,57306,5
75982,45,81011,43766,42966,8
64715,33,53953,15638,30110,3
86459,57,91310,43588,63109,7
31356,27,15845,3711,13442,1
75708,54,94121,40217,45069,7
43822,40,27801,18443,26682,3
76532,62,96022,33404,58042,8
78117,60,66316,40842,60801,8
45960,42,42294,16623,33834,5
77710,54,84176,39260,64769,7
46399,36,55320,15820,21231,5
57274,44,37143,19531,27284,5
52786,41,29833,13787,35455,3
65533,38,56362,19555,33578,5
50593,32,40072,15201,30789,3
56726,45,36304,12503,28165,4
19569,29,8061,5009,11680,1
27897,28,14264,3237,13133,1
21661,25,5451,3742,10787,1
58827,30,47093,16999,35549,4
12369,26,19859,3690,12941,1
29617,29,16131,3786,12219,1
77956,52,84045,49039,63592,6
62065,44,35581,13466,27975,4
56450,44,45027,19313,37813,4
75107,63,84942,44834,53101,6
23086,28,10125,2922,11751,1
32430,26,13069,3044,10133,1
70337,64,81153,33693,50392,7
53389,42,49216,18499,21744,3
55999,44,34771,19517,34117,5
83707,46,72677,48229,49404,7
58530,33,59414,16343,23686,5
35703,25,13470,4943,13824,1
89450,46,70265,42091,56764,5
18243,26,7433,4393,13249,1
78255,61,65300,38147,50393,6
54632,32,29572,15862,24358,5
59009,40,46152,17206,40044,2
40906,40,26623,12393,32602,3
53564,36,47600,12555,25207,4
47341,34,35579,18790,27644,3
16384,29,17443,3578,10122,1
30980,28,8897,3052,12688,1
80504,53,89840,41246,65604,5
42465,39,38224,18510,33818,2
61880,30,57935,18693,36270,2
64061,33,35022,15224,31590,4
36043,26,8531,4597,11679,1
53093,30,56348,16803,23823,2
18623,25,16897,4789,10503,1
28644,29,12822,4951,14205,1
83963,54,93132,30264,56392,8
12052,27,15132,3254,11272,1
83166,55,92145,44289,65780,5
43012,40,33366,16763,37440,2
63732,34,45505,15553,35911,5
48432,41,41232,13891,23821,4
37313,28,10442,4969,10688,1
29625,26,18087,4856,10409,1
90190,45,76618,48137,41254,5
89015,52,75166,44305,40316,8
14846,27,6935,3433,15072,1
18930,25,18977,4991,12925,1
48570,41,52168,19863,23791,3
30689,28,6691,4668,11657,1
73514,63,69154,32233,68531,7
18542,29,13308,4986,14761,1
18126,26,14386,3806,14877,1
68272,56,85587,34282,44770,7
14625,28,5351,3344,13271,1
36317,27,17916,4801,11552,1
28296,26,17021,4053,13414,1
80085,56,66648,43314,64187,5
24621,27,13971,3617,12796,1
67996,51,78243,36661,65904,8
68968,51,99739,42211,54208,5
89856,55,99902,32771,59385,6
48460,31,32829,13164,36293,3
58726,33,46895,14569,24969,3
53121,38,25627,12839,25521,2
19618,25,11907,3053,13976,1
29208,29,7921,4394,13620,1
70173,53,74796,43921,43196,8
36963,27,6712,3712,12130,1
82241,57,69715,37903,43996,5
57018,43,57888,16540,27460,5
89713,60,83518,50028,48289,8
12856,28,12146,4782,12186,1
70165,48,91008,46100,42634,8
14872,29,5569,4205,14866,1
33155,28,19520,4472,14461,1
67907,61,99549,39904,67589,5
36663,29,6773,4973,13683,1
34636,28,18767,3525,14946,1
75402,52,71630,31332,57059,8
63343,36,44104,17216,28582,4
41650,31,49709,13028,36712,4
85308,65,75648,34508,43892,6
65053,39,27402,17485,20751,2
86959,51,87613,31843,45953,6
18023,29,14692,4342,11426,1
79213,49,89793,46435,50941,7
25711,25,18675,4521,14758,1
24540,25,10737,4420,14684,1
23936,26,8168,3286,10524,1
89623,57,77554,33497,67621,5
18170,25,11840,4975,14640,1
66851,52,89129,35009,55984,8
48797,36,36934,19325,20189,3
54937,38,46012,12359,29479,5
49575,41,46997,16444,20759,2
62196,30,30221,13690,21635,4
36630,28,10943,4483,12162,1
40459,36,26898,19952,38548,5
70645,58,69257,45281,49348,7
92019,26,5938,14,46833,1
77451,52,68595,40205,59442,5
60003,34,42635,13690,22114,3
63953,31,28414,12815,27688,5
61552,38,34524,16090,29781,4
74464,55,67063,49549,59330,5
87883,52,73384,44204,49520,7
21622,28,15428,4966,14882,1
12545,26,12435,3544,12764,1
37368,29,19712,3408,11532,1
33409,29,6537,4018,12077,1
44578,32,54765,18656,34184,2
74894,46,98499,47116,58460,7
39937,30,50270,17062,39785,2
63058,33,30747,19573,24166,2
49629,37,38502,13313,39095,3
85343,53,73254,33643,63185,6
73604,62,73208,31084,40513,5
38618,28,13217,3663,11240,1
81480,48,97685,46974,50752,5
84434,56,82295,45036,48118,6
29479,28,18963,3348,14499,1
50335,35,46846,12943,36505,4
78742,46,78228,42133,68076,6
25617,26,13924,3455,10543,1
89312,50,99684,36282,59741,5
86899,52,74297,31249,49679,7
15644,26,11795,4595,10203,1
63672,39,27173,12584,24812,2
13190,25,12250,4965,13725,1
83473,47,74536,32052,42963,5
50513,45,59344,16359,22739,2
71164,58,80668,48361,43850,5
21738,29,12199,2655,13726,1
58797,43,44898,16246,24076,4
74013,50,93879,32856,57466,7
32425,29,7479,2815,11430,1
88730,61,73913,38962,43181,6
45474,30,25138,13335,29561,3
60460,45,30179,18840,24225,3
42242,43,47350,16313,35403,4
27432,25,16729,3298,13074,1
51548,42,51038,15713,25867,2
44481,41,41368,14312,23121,2
19615,29,17419,4116,13142,1
34713,28,17124,3796,14548,1
13603,26,18027,4326,10537,1
90771,49,79140,43352,60138,8
23758,28,6566,3145,10262,1
62151,31,55443,17169,31802,3
43618,35,31609,12209,37336,5
33273,25,7968,4327,12524,1
63358,42,26761,19963,34995,5
22595,28,15032,4470,10107,1
12890,27,9803,3356,11026,1
87751,57,91970,37086,55665,7
62734,33,55529,14677,33706,2
80615,61,75581,31198,54819,7
36153,26,13970,2539,13838,1
34297,28,14008,3363,11655,1
22763,25,17420,3251,11405,1
65745,32,39479,12418,27275,2
47355,30,30664,12191,24286,4
50258,38,56348,18867,24752,4
44974,36,43373,14020,30600,3
49112,32,52028,19603,25548,3
41198,30,53789,15309,38646,3
24539,29,15865,4966,11707,1
31468,28,7391,3023,11420,1
22937,28,19900,4941,10307,1
15775,26,14983,4067,10235,1
73026,57,99236,42252,46332,5
25220,29,13724,4243,11034,1
12569,26,15840,4665,10057,1
82787,55,72416,39201,50347,7
42753,36,37758,13033,36226,5
31394,29,18155,3271,11171,1
23547,28,18594,3416,10123,1
36212,29,6400,4749,10607,1
39304,31,58489,15962,25118,5
26654,27,10432,2874,14603,1
12395,27,5835,3101,10377,1
69985,48,92376,30672,59485,6
34747,27,12814,3061,13322,1
70557,49,65980,32599,66107,6
32622,28,15273,3115,12965,1
82891,59,75504,46033,63871,6
55521,33,55374,19564,30829,4
61486,32,57080,13500,34002,5
90381,54,96843,43265,40526,7
70127,48,95469,45357,42461,7
49911,31,50636,13861,32207,5
62864,34,30131,18590,25186,4
18907,28,15359,3493,12475,1
70236,61,99767,36084,53270,6
80573,58,74444,47449,55009,7
46733,34,36945,18834,34002,5
52679,32,54080,14068,32464,2
81136,58,82292,41493,42620,5
72150,45,86288,42390,47130,6
58963,31,49746,14624,33962,2
68017,54,98576,32989,67689,7
65287,38,32433,13741,32465,4
12248,27,13213,3541,13435,1
81087,53,70577,49265,68334,5
40696,42,26247,19679,36897,2
34644,29,10086,2572,11146,1
81871,50,98247,48753,65019,5
45949,37,31610,13945,35167,3
83806,46,71928,46511,47045,5
43494,38,56671,17841,26716,3
81649,60,93906,35950,51311,5
80979,65,85898,39190,60843,7
66693,64,85591,43181,64342,6
23507,29,11672,4011,10667,1
35368,25,5452,3921,10033,1
26274,25,13500,2729,13921,1
15381,25,18500,3235,10640,1
20607,25,7227,4992,14938,1
66451,54,89765,43544,67004,6
28865,29,16565,4354,11289,1
83550,57,91981,37941,53882,8
31950,29,18363,4882,11392,1
68287,50,71162,32355,66236,7
58214,43,55862,19936,28404,2
58035,38,28592,16681,26130,2
19380,25,10135,4778,13155,1
79367,49,99194,40331,52645,7
85442,45,90708,35560,48857,5
26847,26,13877,3761,14456,1
72626,46,75159,45059,68413,7
35235,28,8762,2991,14230,1
25443,27,8395,3881,12049,1
49521,34,42358,13192,30894,4
55484,38,30040,12974,34403,4
25841,27,8547,2978,14787,1
51737,40,42395,15502,25590,4
54464,30,46703,13079,22829,5
76759,45,83429,39818,64896,8
45081,42,28478,12928,39484,4
62628,44,30403,19584,20904,4
14194,25,7177,3948,14954,1
87583,63,65697,44686,45223,6
36939,26,8356,2516,13047,1
74865,47,82761,30107,68770,8
76044,47,73178,35684,53186,6
17304,26,18113,4417,13903,1
55336,42,40158,15303,33524,4
19932,28,14411,3905,11935,1
51673,45,48171,17732,23687,4
67360,65,70955,49505,41206,7
50661,37,28256,19760,37592,3
50435,34,38546,15090,20063,5
39064,33,32803,12489,23222,2
24532,28,12397,4121,11659,1
54405,41,48138,17027,25543,4
61554,31,36964,17508,29842,5
77549,53,74088,37067,43832,7
26025,27,14807,3498,11291,1
40256,45,28131,16705,23110,4
15040,29,8824,4150,13265,1
89187,56,67450,48442,55765,8
25910,25,7433,2653,14898,1
38009,29,17778,4263,12529,1
34592,27,15343,3619,11320,1
25779,26,15458,4497,13684,1
75829,55,79414,35870,47149,5
20011,25,16045,2933,11129,1
76294,61,90674,38239,45538,8
30735,25,16015,3740,13980,1
89507,46,88828,43822,55535,7
18624,27,17539,4238,13001,1
64730,40,52669,13273,35959,5
86737,49,65329,40911,59619,8
67520,55,99078,37044,60204,5
54961,37,43284,15565,26278,5
67165,52,86261,33886,62663,6
58170,39,43366,19745,34260,2
51756,43,33340,18154,25920,4
41066,30,36825,16377,23276,2
81741,58,86514,43826,59920,8
13491,27,19815,4873,11126,1
31914,27,9749,3598,13440,1
38735,29,9486,2770,12161,1
68223,46,71585,30350,41659,8
20174,25,7984,4965,11737,1
66122,48,98473,38990,52019,6
78378,58,80368,36665,49836,7
34369,26,13289,4991,14923,1
73289,53,82668,31076,66716,6
24450,26,8718,2752,14786,1
24848,27,17584,4268,10971,1
13977,29,7563,4614,13532,1
81648,63,98713,33966,42747,8
79556,62,75707,48786,60761,7
28969,26,6606,3471,12686,1
37566,28,17693,4729,13052,1
30082,27,8120,4533,10498,1
60609,35,42492,18428,22039,2
86774,50,88652,47204,60819,6
43959,35,40635,12208,29145,2
80759,56,81188,40433,59799,8
44799,40,44881,17869,32321,5
65426,41,58426,12676,28054,5
64770,36,57014,12403,39356,3
87325,57,82979,38524,67834,6
60483,40,41833,13320,29843,3
16771,25,5436,3614,10837,1
76113,62,85371,35359,48659,8
91413,50,99870,44219,43724,6
59454,32,28200,15513,34265,3
15143,29,10480,3274,13721,1
45803,43,57976,15832,39627,3
80424,61,83035,47196,56414,6
60302,38,26302,12530,33260,2
39906,44,46812,19568,27770,2
43373,33,43329,16980,30488,3
71655,55,78607,37953,40093,6
42605,41,56656,12181,32179,4
37703,29,10418,4248,10246,1
61612,45,43448,12632,31314,4
74574,62,66106,30619,43627,8
69148,46,69354,34824,68443,5
89385,55,67780,43735,62855,6
91627,57,81412,43942,55749,5
83734,51,73986,36336,49476,8
44109,43,26198,14924,21030,3
38479,27,16740,2704,11029,1
21153,29,9943,3736,10894,1
57695,38,51339,17124,30541,3
25679,26,9092,4959,12363,1
92016,27,13466,38,45088,1
53130,44,49093,18605,23472,4
15601,25,10707,4847,11588,1
39114,45,45587,16708,21633,5
15122,28,8682,3133,10682,1
51945,34,30976,14921,37436,3
52311,43,34507,14579,23696,5
64512,42,47070,17109,37853,5
73387,54,73891,36110,51081,5
43704,42,51106,12751,28088,2
58199,32,44324,19939,27826,5
89718,54,66815,42450,65111,5
32995,27,10782,2983,13501,1
42077,44,52785,19359,29147,4
85196,50,99732,42688,41055,8
89005,57,82864,48357,42710,6
61466,36,47514,15094,38847,2
87916,49,83804,30737,54714,6
32484,28,7503,3820,14287,1
14881,26,8671,3920,10418,1
69686,55,77918,42376,63251,6
73361,61,91375,31105,45694,6
23687,29,13507,2864,10349,1
66971,51,92873,47498,63300,8
17964,26,13407,4902,13293,1
26975,28,9875,4781,10092,1
84438,52,92533,38453,49641,6
65649,33,29847,12093,36010,5
37689,29,8049,3527,10513,1
48765,34,53255,18801,28356,5
63883,32,37768,15158,20420,4
85369,50,70218,46333,60537,8
79124,49,97017,46657,55258,6
41247,31,39187,18873,30577,2
84214,62,81986,41017,66124,6
13528,29,7202,4922,11033,1
36239,29,10786,3868,10046,1
56590,40,43828,13536,39369,2
23153,29,9214,4133,11045,1
70824,56,91109,48299,52829,8
20701,27,7167,4435,12443,1
51507,41,58814,16752,30414,3
52730,44,58740,16280,23110,4
71755,56,84483,30337,59729,7
38087,29,10745,4648,14250,1
71537,65,86271,36545,69957,7
58422,31,37303,12812,33652,5
64797,36,45995,16460,25951,5
59806,34,57622,17676,23087,2
82559,64,89653,38038,69363,5
16041,25,14063,3250,11138,1
58452,37,43416,12965,28390,3
46147,35,32939,18273,22649,3
71711,53,73857,40697,54412,5
68124,51,81329,49572,46892,5
69961,56,74760,48699,69117,7
21251,27,9434,3789,14978,1
56906,40,25245,18951,37873,2
48839,32,42485,16048,37037,5
81132,59,95957,44139,46433,5
18373,29,10920,2544,10617,1
74818,57,72736,42162,43985,7
14030,28,8187,4261,13543,1
15431,29,5965,3872,11072,1
15706,25,12722,3915,10185,1
26947,29,16722,3185,10234,1
78450,55,89418,36736,48610,7
67078,62,96905,33045,62917,7
80936,45,70403,30568,58304,8
89903,50,93425,49675,57031,7
71778,59,94328,39867,40200,5
48368,36,58790,18841,29962,2
70196,59,68447,49570,68172,6
58498,41,29806,18474,21268,2
75246,57,89336,42371,63937,8
86085,48,80958,31163,50159,7
18457,26,14397,2628,15015,1
76898,48,96050,37636,69624,5
32356,29,9732,3826,12021,1
51992,38,53600,12276,21131,2
50764,32,40826,13912,33808,3
76510,50,68152,45999,64845,6
25715,27,5009,3103,10277,1
69972,47,70193,30512,69443,7
76318,63,81653,32850,42484,7
83270,52,73858,36172,61268,5
88028,49,77404,32656,65772,5
58010,34,55332,12951,23789,2
37189,26,14716,4081,13498,1
19477,28,6194,3431,14532,1
81368,50,82607,49256,64351,7
18876,26,10388,3172,10755,1
77013,49,84836,30218,52898,7
64345,41,50162,16902,22226,4
35079,25,7519,4027,13015,1
63185,42,37387,15856,35322,2
33039,29,10417,4507,10047,1
78800,59,96090,39960,66057,6
41754,34,56196,16172,24455,5
70064,49,91828,46832,61428,5
36247,28,15596,4153,13635,1
73570,62,99914,47591,59371,7
69041,60,67703,37117,63488,5
68605,59,68665,30194,51821,5
81714,46,73338,35404,57070,7
76333,58,76417,33645,48498,7
46031,45,35288,17320,35377,2
33675,28,13083,4597,11410,1
87028,62,68788,30528,66436,8
12137,28,5648,4245,13122,1
82910,55,76997,35618,58774,5
67387,61,92924,39612,42869,5
18165,29,8287,4465,11799,1
45831,41,36931,14810,32572,3
34394,26,19588,2709,11991,1
34303,25,9589,4029,11324,1
15548,28,19847,3433,13056,1
19842,26,6287,2663,10240,1
86307,46,92395,42663,52352,8
66805,64,89850,47046,63814,5
91172,48,72951,36771,42730,7
59273,44,50274,18138,27503,5
56355,32,33605,17314,32945,2
89701,65,79712,31115,54825,6
24107,27,16297,3800,13606,1
30230,28,14458,4119,11371,1
57572,43,41237,13326,20983,5
84362,60,88901,43464,40550,5
41135,45,40764,19330,35379,2
25268,25,7361,4596,14712,1
83218,48,99813,45458,41720,5
18621,29,18795,3012,11330,1
14818,25,12624,3424,14512,1
54657,42,38916,14618,38289,2
12987,25,11454,4637,10072,1
67024,56,94217,32881,41501,8
40771,30,44328,14603,25819,3
29985,28,18157,3938,12503,1
31689,25,19699,4378,11047,1
89962,49,98519,32687,54393,8
56060,30,40029,16014,34225,5
20741,29,13421,4177,10086,1
77983,50,74060,46637,47297,7
15699,26,12449,4185,14065,1
84380,59,93540,33882,61614,5
20238,29,10656,4424,10668,1
68349,62,78631,41834,47972,7
56802,38,38545,16929,38635,2
73724,60,90141,32416,61994,8
13400,29,16870,3115,11633,1
60134,42,31828,16223,30225,3
68408,45,82463,31354,61606,5
85197,61,66692,34546,57838,8
21258,27,17232,3404,10746,1
85529,51,69991,41142,41846,7
38649,29,10281,2776,10910,1
17392,26,15684,3541,10615,1
23213,26,16850,3185,10200,1
79867,49,71662,33330,41987,7
73745,58,68714,43172,48318,6
36426,28,6998,4288,11444,1
49519,44,38289,13485,20548,3
45695,32,30459,14123,31698,4
49385,35,26841,17294,25938,2
19527,26,13613,4798,12066,1
90528,57,90545,36432,65927,8
24736,28,16785,3832,11103,1
45711,43,55818,14297,34372,2
35826,25,7296,3909,10864,1
31041,28,5171,4817,14526,1
69951,64,93822,46006,61650,7
58136,32,36118,12576,38194,3
31936,28,15321,3996,14315,1
24293,27,14339,2992,12970,1
31107,28,16224,3553,13472,1
45639,30,29271,19918,31236,5
30158,25,19534,3470,12792,1
14927,29,8717,4908,11464,1
52153,45,59757,12290,24359,2
61196,35,55802,14301,34065,4
65433,31,32109,15178,30561,4
40290,44,56288,19072,28034,3
23685,29,5399,3488,11693,1
83949,64,71265,33955,41409,8
47534,30,36338,17909,39613,4
24712,28,5214,2601,11759,1
59129,32,39323,19610,21266,2
84260,61,83107,37781,61021,8
20070,27,19167,2689,14087,1
40786,36,27704,12219,29395,4
32215,29,5259,4921,12930,1
86556,60,98642,36208,63921,8
15887,28,12627,3532,12459,1
85494,63,67682,47341,45489,7
69402,50,89839,39218,44796,6
91972,55,67439,48133,52806,7
39711,33,43774,16486,21709,2
55761,35,38595,16238,25344,5
27333,26,17116,2618,11248,1
19164,28,17165,4270,12362,1
78735,52,97061,48032,63690,5
20445,26,10625,2958,11589,1
70709,58,83582,39479,42610,7
60786,42,37538,14861,29631,4
68752,50,69327,31745,43499,7
42868,40,42896,19759,38614,2
22762,29,13117,3440,13674,1
32218,28,15422,2929,10255,1
63439,32,27224,12833,36861,3
62487,41,42826,16719,22959,4
88765,60,96913,36301,67230,7
31366,26,8305,3777,13358,1
34217,26,9253,2728,13627,1
73947,49,95042,43585,54925,5
33822,28,7823,3892,10964,1
31919,26,8082,2959,10596,1
40060,34,45219,13374,23617,2
83914,58,84825,49377,64393,5
73867,63,65909,48502,67330,8
19044,29,18733,4049,10310,1
70700,53,89392,45727,62670,8
43251,34,38241,15272,27820,3
38058,28,19608,2844,11866,1
44933,30,39514,17122,29229,2
65039,33,29838,14449,25784,4
76437,52,92162,31802,58561,8
22909,28,5491,4526,12745,1
18959,25,8651,3441,10107,1
42895,32,26593,16281,36312,3
56834,33,52685,15921,32124,5
24213,29,17637,4444,11804,1
89560,57,84297,39538,57746,8
79987,61,71333,38881,64054,6
15045,25,17749,3709,12305,1
39534,33,49315,18776,38964,3
87201,50,86762,49242,46935,8
30574,25,17575,3754,13875,1
53896,45,25193,12323,24321,5
62090,43,57871,16092,29894,4
26656,25,11170,2537,11681,1
47564,36,43818,17788,30344,3
48403,34,43752,17128,33534,4
13349,28,11736,2892,11995,1
23275,27,7759,3844,13092,1
73415,64,85697,39749,60716,5
65297,45,35090,13312,28334,4
37516,26,10248,4583,12834,1
27951,25,12818,2930,14473,1
30725,26,17901,3887,10707,1
74491,60,88834,33370,40548,7
35301,29,8274,3343,11510,1
81147,51,70900,31094,59177,5
39769,35,57396,16651,38733,2
70393,59,92152,42416,45964,7
58040,44,51779,14650,23371,5
81308,59,69314,49870,43427,7
70014,65,77285,35943,58100,7
21624,28,11332,4333,11855,1
13837,28,6421,3922,14294,1
43798,31,35370,17765,39217,3
22215,26,7523,2608,11884,1
54272,32,42551,17306,34429,3
34375,28,5781,5002,11925,1
38031,29,14139,4084,13295,1
17593,29,6337,3347,13611,1
26100,27,12267,4924,10932,1
43255,32,59796,12242,30756,4
15415,27,11412,2657,14761,1
69976,55,98107,44825,54470,7
87275,57,71922,43848,53468,8
79248,65,99846,48849,54838,7
85165,62,67177,49430,40709,7
40612,43,35317,19588,39250,3
44753,39,45002,13302,33083,3
73857,52,91305,49699,43113,8
14197,26,12330,4206,11883,1
35721,27,5438,4531,10061,1
69694,48,87100,32997,47649,6
69472,63,71599,48739,47783,6
24234,29,16003,2679,11311,1
25283,28,19748,4959,10627,1
17397,28,18106,4319,12390,1
47491,41,30461,13838,33629,3
47244,33,27092,14035,22073,4
73716,53,83171,45948,61240,8
15850,29,14629,3834,14387,1
53553,39,50392,19189,37801,3
73565,62,79872,43146,44480,8
63202,42,58519,18121,29828,2
88971,60,83357,34222,41098,7
66804,55,85843,35999,43516,5
51529,34,50423,12383,38955,4
45446,31,59641,12542,37164,5
49401,42,58290,18393,24031,4
14579,27,6478,2674,12529,1
19831,25,15131,3057,12999,1
33647,27,7425,3194,11571,1
32017,28,10377,3201,10704,1
85461,58,88625,32623,44354,6
70480,53,76119,44822,43777,7
88660,45,89274,48892,61411,5
54590,43,55449,18409,38451,5
73635,53,65799,49141,65760,6
65584,31,34035,12596,30859,4
23769,28,9389,3050,10818,1
74873,49,99075,38865,42378,5
63978,40,46662,12119,37586,4
16038,27,12403,4225,11033,1
30134,26,16716,4154,11153,1
40011,34,51397,14699,21220,3
32500,29,19156,3728,14336,1
62529,44,44213,17629,29418,4
13444,25,15452,4784,10514,1
90259,65,79860,34012,45564,7
19869,28,12794,4268,14413,1
81557,56,76227,32834,47654,8
85007,46,85262,31562,62352,7
87154,56,78895,45067,41768,5
20716,26,17956,2716,10571,1
91008,57,88882,38900,43353,8
91131,46,90670,34085,66392,7
79378,52,88515,48680,47781,5
64849,41,31043,16436,32754,3
54206,34,33716,18674,34803,2
66388,52,77831,41744,54080,8
62834,37,26687,15734,28936,2
86695,47,83936,48472,58035,6
12533,27,12585,2692,13926,1
13825,27,9534,4017,12925,1
49172,32,59379,17841,36531,4
59655,36,39114,17107,38688,5
38069,28,10453,4356,14297,1
85809,57,99029,33871,56690,8
30723,29,14188,4254,13167,1
77530,53,73230,45897,44124,5
13663,28,11381,3251,11907,1
53882,30,32809,12168,30155,5
47150,42,35646,16002,34451,5
66498,58,84589,40822,57051,8
37721,29,19420,4857,12396,1
44289,34,42524,15342,23789,4
63711,44,31772,15635,35242,2
81691,55,84385,43669,67947,8
14747,29,18563,3731,12009,1
41725,35,47509,16965,21280,2
82369,61,91844,41582,40840,8
32821,27,8022,4969,10339,1
37049,27,6340,4938,11670,1
72415,65,95067,32918,43736,6
86506,63,73939,36433,57976,6
26877,28,6195,2893,11629,1
56017,36,36640,16346,24109,5
85097,61,84690,38747,53895,8
68220,65,81787,34336,57434,6
21211,26,10857,2772,12160,1
20493,26,19494,3030,13487,1
20753,26,19387,3401,12456,1
12869,25,8024,2759,10787,1
42585,30,33515,17249,38644,2
63345,32,57930,17740,28891,2
26615,26,7491,4152,13458,1
60168,33,51439,15471,27194,2
14663,27,6236,4257,11894,1
16214,27,7345,4459,11902,1
91366,58,99436,36877,54125,6
13944,27,10338,3865,14661,1
17656,27,10348,4451,14234,1
56794,32,25563,15587,35976,3
19837,27,6493,3376,14011,1
53213,32,30296,14539,34386,5
38791,25,17582,2759,11396,1
54203,37,50194,12747,30926,3
26263,26,17192,4009,14152,1
59888,31,28274,17287,21368,2
38937,28,10424,4838,13172,1
18529,29,13126,4971,14360,1
27806,26,7370,3121,14828,1
75762,51,73412,40007,52866,7
24396,27,14782,2860,12808,1
84429,61,70769,35419,69303,6
82688,45,66625,48679,57440,8
56073,43,59108,15384,23467,3
47998,32,57385,17338,39565,3
35038,29,9160,3304,12579,1
52541,35,31068,16279,39164,2
