customer_id,age,gender,annual_value_eur,recency_days,visit_frequency,distance_km,customer_vintage_months,campaign_response
CUST_101407,58,Female,1167,2,12,3.9,104,1
CUST_101408,39,Female,1358,257,4,1.1,94,1
CUST_101409,28,Female,898,1,2,5.3,26,1
CUST_101410,40,Male,1749,358,6,4.9,4,0
CUST_101411,18,Female,1199,115,12,0.6,116,1
CUST_101412,63,Female,1387,88,9,2.7,1,1
CUST_101413,54,Female,808,197,12,3.3,20,1
CUST_101414,38,Male,833,92,4,2.1,92,0
CUST_101415,43,Female,2529,274,11,0.5,45,1
CUST_101416,63,Female,2100,344,6,2.7,88,0
CUST_101417,53,Male,1165,160,4,6.4,92,1
CUST_101418,71,Female,1967,173,14,3.0,92,1
CUST_101419,40,Female,1806,33,2,2.7,69,1
CUST_101420,74,Male,887,73,13,7.5,96,1
CUST_101421,18,Female,838,196,14,0.5,118,1
CUST_101422,71,Female,1534,284,6,6.2,52,0
CUST_101423,72,Female,1330,87,12,4.0,94,1
CUST_101424,68,Male,999,309,7,7.6,64,0
CUST_101425,57,Female,1561,224,4,3.3,21,1
CUST_101426,32,Female,479,44,12,5.7,106,1
CUST_101427,38,Male,1258,336,11,0.7,80,1
CUST_101428,64,Male,581,138,7,7.4,72,0
CUST_101429,26,Female,597,270,13,2.9,76,1
CUST_101430,70,Female,847,359,11,4.3,96,1
CUST_101431,26,Female,1382,36,8,1.3,25,1
CUST_101432,27,Female,862,34,11,7.6,67,1
CUST_101433,69,Male,591,88,3,5.4,26,0
CUST_101434,74,Female,1439,146,2,0.6,100,1
CUST_101435,70,Male,1946,16,5,1.4,81,1
CUST_101436,43,Male,1519,233,2,3.3,27,0
CUST_101437,58,Female,2101,41,10,1.9,117,1
CUST_101438,52,Female,1905,255,5,2.6,52,0
CUST_101439,69,Male,956,281,10,8.0,63,0
CUST_101440,42,Male,1516,126,13,5.3,86,1
CUST_101441,43,Female,1154,8,6,7.4,118,0
CUST_101442,28,Male,1731,350,8,3.6,45,0
CUST_101443,55,Female,1154,340,6,5.7,58,1
CUST_101444,19,Female,806,324,4,3.8,38,0
CUST_101445,24,Male,1887,176,3,2.8,35,0
CUST_101446,35,Male,1359,228,14,4.2,46,1
CUST_101447,44,Female,868,323,14,3.5,71,1
CUST_101448,51,Male,951,18,2,7.8,3,0
CUST_101449,44,Female,865,56,13,4.1,6,1
CUST_101450,34,Female,699,35,1,6.5,13,0
CUST_101451,60,Female,961,118,2,5.4,46,0
CUST_101452,61,Male,1387,282,2,3.9,79,0
CUST_101453,68,Female,1232,254,5,3.9,90,0
CUST_101454,71,Female,981,213,9,2.9,112,1
CUST_101455,41,Female,1948,61,1,1.0,33,1
CUST_101456,42,Female,195,88,4,6.1,79,0
CUST_101457,24,Female,1353,271,10,7.4,62,1
CUST_101458,69,Female,1129,347,7,1.9,63,0
CUST_101459,23,Female,715,32,11,7.4,56,1
CUST_101460,70,Female,1382,133,14,2.0,39,1
CUST_101461,41,Female,1090,64,10,4.3,60,1
CUST_101462,50,Female,1824,199,3,2.9,105,1
CUST_101463,66,Female,1634,256,8,1.1,111,1
CUST_101464,46,Male,2153,342,3,0.6,78,1
CUST_101465,60,Female,958,155,8,3.0,83,0
CUST_101466,39,Female,1898,231,13,0.6,92,1
CUST_101467,43,Female,617,301,2,1.0,24,0
CUST_101468,45,Male,1145,35,5,1.3,50,1
CUST_101469,67,Female,967,26,4,0.2,105,1
CUST_101470,38,Male,1501,23,11,1.4,33,1
CUST_101471,66,Female,1489,141,9,4.7,76,1
CUST_101472,24,Female,750,285,3,6.6,74,0
CUST_101473,34,Male,1529,320,12,1.7,7,1
CUST_101474,37,Female,1010,156,11,0.8,46,1
CUST_101475,58,Male,792,113,5,5.9,62,1
CUST_101476,66,Male,1194,139,10,0.3,1,1
CUST_101477,37,Female,462,209,9,5.9,79,0
CUST_101478,71,Female,1666,323,13,1.2,118,1
CUST_101479,39,Female,1172,364,6,2.0,65,0
CUST_101480,45,Female,1183,86,2,1.1,45,1
CUST_101481,57,Male,1156,285,1,2.1,84,1
CUST_101482,66,Male,2023,60,12,6.4,55,1
CUST_101483,24,Female,1959,54,11,1.2,66,1
CUST_101484,18,Male,1875,93,1,8.0,67,0
CUST_101485,49,Male,1157,325,7,2.8,100,0
CUST_101486,30,Female,642,265,14,7.4,80,0
CUST_101487,47,Male,1192,213,12,1.7,54,1
CUST_101488,40,Male,1357,333,2,1.7,93,0
CUST_101489,68,Female,1606,10,7,4.6,108,1
CUST_101490,73,Male,1356,358,1,0.6,100,1
CUST_101491,36,Female,687,203,4,6.4,63,0
CUST_101492,49,Male,932,196,10,3.6,54,1
CUST_101493,47,Female,887,58,13,5.7,108,1
CUST_101494,46,Male,1470,256,11,1.6,103,1
CUST_101495,66,Male,1482,223,4,5.2,52,1
CUST_101496,62,Female,1547,180,5,4.8,54,1
CUST_101497,46,Female,1351,362,14,6.1,67,1
CUST_101498,47,Female,170,35,14,2.5,37,1
CUST_101499,33,Female,337,359,10,7.5,108,0
CUST_101500,57,Male,1130,103,1,7.7,12,0
CUST_101501,36,Male,1249,161,7,7.0,59,1
CUST_101502,35,Male,1827,200,11,4.7,20,1
CUST_101503,18,Female,1239,160,2,3.5,87,1
CUST_101504,31,Male,712,183,12,0.7,86,1
CUST_101505,68,Male,1531,353,11,7.6,32,0
CUST_101506,64,Female,1191,136,13,7.6,71,1
CUST_101507,67,Female,999,226,11,0.3,86,1
CUST_101508,19,Male,393,243,13,3.0,44,1
CUST_101509,71,Female,1243,106,2,7.1,66,0
CUST_101510,45,Male,1314,71,8,0.8,78,1
CUST_101511,66,Male,702,77,9,1.7,55,0
CUST_101512,67,Female,1572,54,6,7.8,16,1
CUST_101513,47,Male,1527,277,11,6.8,88,0
CUST_101514,55,Female,1224,111,1,7.3,71,0
CUST_101515,68,Female,1206,224,1,1.3,68,1
CUST_101516,21,Male,1673,75,14,1.8,52,1
CUST_101517,18,Male,1384,14,11,4.9,37,1
CUST_101518,25,Male,849,258,7,4.1,46,0
CUST_101519,46,Female,1101,189,8,2.5,41,0
CUST_101520,72,Male,1478,364,3,7.1,5,0
CUST_101521,56,Female,184,239,9,7.2,66,0
CUST_101522,20,Female,734,334,4,2.5,5,1
CUST_101523,49,Male,1541,304,4,1.4,63,0
CUST_101524,27,Female,1804,91,3,1.4,3,1
CUST_101525,27,Male,1711,184,8,4.0,106,1
CUST_101526,36,Male,1647,17,9,1.2,8,1
CUST_101527,63,Male,1265,12,1,3.9,26,1
CUST_101528,51,Male,686,166,2,3.8,74,1
CUST_101529,50,Male,1102,146,1,7.1,98,1
CUST_101530,40,Male,203,282,14,2.5,110,1
CUST_101531,72,Male,1850,37,4,4.6,100,1
CUST_101532,45,Female,791,70,10,6.0,53,0
CUST_101533,49,Male,933,169,7,4.8,76,1
CUST_101534,67,Female,1729,335,14,7.6,84,1
CUST_101535,24,Female,393,170,7,4.9,29,0
CUST_101536,46,Female,605,253,12,7.2,14,0
CUST_101537,25,Male,1334,346,6,2.1,112,1
CUST_101538,18,Female,1460,297,13,4.6,5,1
CUST_101539,74,Female,1164,142,11,4.4,112,1
CUST_101540,72,Male,1180,273,5,7.9,27,0
CUST_101541,20,Male,1834,225,11,1.8,68,1
CUST_101542,41,Female,1518,183,4,1.3,29,1
CUST_101543,40,Male,1451,221,12,5.0,3,1
CUST_101544,25,Male,1588,53,13,1.9,97,1
CUST_101545,71,Male,1050,118,14,5.2,30,1
CUST_101546,74,Male,2287,159,8,7.8,100,1
CUST_101547,64,Female,100,136,7,7.6,9,0
CUST_101548,54,Male,1929,77,11,2.0,1,1
CUST_101549,20,Male,1651,336,11,1.5,112,1
CUST_101550,68,Male,1324,45,10,4.6,23,1
CUST_101551,50,Female,1240,18,1,4.8,67,0
CUST_101552,45,Female,1122,355,6,5.4,32,0
CUST_101553,64,Male,1752,205,14,6.0,88,1
CUST_101554,25,Male,1180,324,2,4.9,6,0
CUST_101555,51,Female,836,83,4,1.1,77,1
CUST_101556,52,Male,1651,50,5,6.4,49,1
CUST_101557,49,Male,1992,281,8,0.8,15,1
CUST_101558,41,Female,236,166,6,0.4,58,1
CUST_101559,31,Male,2379,243,11,6.2,53,1
CUST_101560,49,Male,682,164,2,4.5,30,0
CUST_101561,73,Female,720,324,5,5.6,76,0
CUST_101562,63,Female,578,56,5,3.2,40,0
CUST_101563,60,Male,1200,39,6,0.3,59,1
CUST_101564,33,Female,560,319,1,2.8,63,0
CUST_101565,21,Male,621,128,8,4.9,48,1
CUST_101566,69,Male,856,122,3,2.0,99,0
CUST_101567,54,Male,1269,247,5,5.6,92,0
CUST_101568,71,Female,1317,186,7,6.4,68,0
CUST_101569,38,Female,1821,208,3,3.7,7,1
CUST_101570,31,Male,1809,315,14,7.0,47,1
CUST_101571,48,Male,1712,304,10,6.9,43,1
CUST_101572,72,Female,1069,239,13,7.0,16,1
CUST_101573,65,Female,279,215,6,5.4,22,0
CUST_101574,35,Female,268,292,5,2.6,63,0
CUST_101575,24,Male,1709,224,7,4.0,46,1
CUST_101576,27,Female,1622,88,10,5.7,119,1
CUST_101577,24,Female,892,25,11,1.8,45,1
CUST_101578,50,Male,480,220,3,6.0,41,0
CUST_101579,40,Male,676,275,13,4.5,25,0
CUST_101580,38,Male,1287,135,14,0.9,50,1
CUST_101581,36,Female,1288,233,2,4.5,67,1
CUST_101582,65,Male,1721,66,4,0.7,52,1
CUST_101583,36,Male,975,80,3,0.3,86,0
CUST_101584,53,Male,1078,255,4,7.1,31,0
CUST_101585,46,Male,1763,125,7,4.0,37,1
CUST_101586,35,Female,137,146,5,4.4,22,1
CUST_101587,19,Male,1359,103,4,2.4,27,1
CUST_101588,18,Female,1033,277,14,4.4,2,1
CUST_101589,64,Female,1556,124,6,1.5,22,0
CUST_101590,22,Female,1456,267,7,6.0,53,0
CUST_101591,37,Male,852,278,12,6.6,17,0
CUST_101592,28,Female,946,111,14,6.9,112,0
CUST_101593,59,Male,100,313,11,1.0,56,1
CUST_101594,19,Male,1575,89,5,4.6,84,1
CUST_101595,20,Male,1320,158,12,6.5,88,1
CUST_101596,40,Female,1899,216,7,1.2,109,1
CUST_101597,72,Male,1000,301,3,1.0,31,0
CUST_101598,29,Male,1657,36,7,6.6,116,1
CUST_101599,37,Male,665,87,12,6.4,43,0
CUST_101600,22,Female,100,118,3,3.7,72,0
CUST_101601,54,Female,1153,328,14,1.1,53,1
CUST_101602,55,Female,917,182,6,4.2,5,1
CUST_101603,47,Male,675,68,8,3.3,2,1
CUST_101604,26,Female,1649,359,13,4.2,59,1
CUST_101605,51,Male,1804,159,6,3.6,4,1
CUST_101606,70,Male,1253,285,10,4.6,99,1
CUST_101607,61,Female,1109,164,11,5.9,34,1
CUST_101608,52,Male,1231,361,3,6.2,67,0
CUST_101609,69,Female,874,73,12,5.3,112,1
CUST_101610,39,Male,1481,119,5,1.8,84,1
CUST_101611,61,Female,430,341,9,3.3,73,0
CUST_101612,41,Male,663,195,8,0.8,6,1
CUST_101613,34,Male,804,89,6,3.7,58,1
CUST_101614,27,Male,1471,345,9,7.8,47,0
CUST_101615,47,Male,1049,76,2,5.2,5,0
CUST_101616,73,Male,1880,221,13,1.4,61,1
CUST_101617,63,Female,1602,139,11,2.3,105,1
CUST_101618,40,Male,799,241,9,0.7,56,1
CUST_101619,49,Female,1517,154,10,1.6,102,1
CUST_101620,34,Female,996,53,13,4.0,35,1
CUST_101621,67,Female,1437,142,10,2.9,119,1
CUST_101622,68,Male,1626,320,6,1.8,95,1
CUST_101623,34,Male,1757,31,9,1.3,13,1
CUST_101624,31,Male,1301,223,12,5.3,26,0
CUST_101625,26,Female,2000,292,4,4.6,86,1
CUST_101626,57,Male,1421,266,5,6.8,96,1
CUST_101627,19,Male,1268,282,2,1.6,64,1
CUST_101628,62,Female,1049,276,3,6.8,79,0
CUST_101629,42,Female,884,44,1,4.7,11,0
CUST_101630,56,Female,1410,62,4,2.3,62,1
CUST_101631,26,Female,1250,201,12,2.3,80,1
CUST_101632,71,Female,1330,335,2,3.2,47,0
CUST_101633,39,Female,1440,9,12,3.8,70,1
CUST_101634,60,Male,1328,71,2,0.8,110,1
CUST_101635,63,Female,2207,90,1,6.8,75,1
CUST_101636,21,Male,936,24,10,1.1,58,1
CUST_101637,43,Male,1416,140,12,4.0,116,0
CUST_101638,46,Male,1086,316,2,3.2,10,0
CUST_101639,62,Female,100,340,4,4.2,16,0
CUST_101640,51,Male,1103,78,6,7.1,12,1
CUST_101641,40,Female,732,214,13,7.9,71,1
CUST_101642,54,Female,1167,16,12,0.4,103,1
CUST_101643,28,Male,1187,29,7,3.3,91,1
CUST_101644,23,Female,1393,291,7,6.6,88,0
CUST_101645,35,Male,935,43,7,2.7,50,1
CUST_101646,38,Male,997,352,4,5.3,15,0
CUST_101647,59,Female,1550,53,12,7.9,59,1
CUST_101648,53,Male,795,276,5,5.2,70,0
CUST_101649,58,Male,281,232,14,1.1,62,1
CUST_101650,55,Male,1279,212,11,6.8,83,1
CUST_101651,51,Female,1735,8,12,7.7,72,1
CUST_101652,34,Male,1545,122,3,5.8,116,0
CUST_101653,54,Female,1288,42,1,3.5,111,1
CUST_101654,42,Female,1825,333,14,7.6,62,1
CUST_101655,55,Male,1741,233,8,7.8,100,1
CUST_101656,29,Male,1035,70,10,7.5,50,1
CUST_101657,40,Female,1324,16,11,3.4,77,1
CUST_101658,70,Female,1345,69,7,6.4,54,1
CUST_101659,59,Male,1157,53,14,5.3,54,1
CUST_101660,39,Male,1767,173,9,1.6,97,1
CUST_101661,38,Female,1124,262,14,4.4,96,1
CUST_101662,44,Female,950,289,10,6.0,28,1
CUST_101663,74,Female,100,15,4,7.2,104,0
CUST_101664,48,Female,801,270,12,6.9,51,0
CUST_101665,23,Female,542,167,12,1.4,113,1
CUST_101666,44,Male,1180,63,5,4.0,74,1
CUST_101667,57,Female,573,261,5,3.9,33,0
CUST_101668,51,Female,1504,121,13,7.2,1,1
CUST_101669,29,Male,1754,346,7,0.2,85,1
CUST_101670,62,Male,1184,240,13,6.0,69,1
CUST_101671,74,Female,708,107,9,5.0,1,0
CUST_101672,70,Female,1343,180,8,7.4,117,1
CUST_101673,24,Male,2147,16,7,3.8,55,1
CUST_101674,27,Female,1991,355,14,5.3,85,1
CUST_101675,62,Female,497,309,1,7.8,89,0
CUST_101676,34,Male,478,215,12,6.0,84,0
CUST_101677,43,Female,350,77,10,0.7,45,1
CUST_101678,38,Male,632,225,13,1.5,73,1
CUST_101679,45,Male,1326,93,6,6.6,80,1
CUST_101680,63,Male,922,181,10,2.8,92,1
CUST_101681,19,Male,781,174,9,5.7,40,0
CUST_101682,71,Female,1720,354,13,5.7,110,1
CUST_101683,60,Male,1465,354,7,8.0,113,0
CUST_101684,18,Female,348,219,1,3.9,61,0
CUST_101685,68,Female,1691,143,9,6.0,36,1
CUST_101686,70,Female,1453,315,3,0.6,103,1
CUST_101687,53,Female,1464,282,14,3.8,113,1
CUST_101688,68,Female,915,259,9,1.7,24,1
CUST_101689,43,Male,1106,356,4,6.8,80,0
CUST_101690,46,Male,214,47,9,6.8,14,1
CUST_101691,38,Male,1633,5,13,2.0,112,1
CUST_101692,28,Male,701,62,8,2.7,98,1
CUST_101693,57,Female,765,84,7,5.7,88,1
CUST_101694,28,Male,758,133,4,6.0,111,0
CUST_101695,53,Female,2100,336,9,5.3,75,0
CUST_101696,66,Female,866,63,4,8.0,109,1
CUST_101697,56,Male,1671,281,1,7.0,100,0
CUST_101698,57,Male,1188,44,6,3.5,1,1
CUST_101699,52,Male,785,153,4,2.8,47,0
CUST_101700,71,Male,695,270,10,4.9,76,0
CUST_101701,51,Female,886,342,3,6.6,21,0
CUST_101702,72,Female,1163,171,12,3.9,73,1
CUST_101703,64,Male,1501,156,5,6.0,39,0
CUST_101704,41,Female,965,275,3,0.3,3,1
CUST_101705,71,Female,946,358,11,7.4,16,0
CUST_101706,39,Female,759,20,9,6.2,68,0
CUST_101707,22,Male,603,214,12,3.3,26,1
CUST_101708,73,Female,561,79,6,3.2,119,1
CUST_101709,50,Male,1694,139,3,1.0,110,1
CUST_101710,53,Male,936,98,5,6.6,54,1
CUST_101711,64,Female,980,152,8,6.2,13,1
CUST_101712,37,Female,867,198,14,5.1,61,1
CUST_101713,36,Male,1042,273,8,1.0,20,0
CUST_101714,52,Female,1386,156,6,2.2,83,1
CUST_101715,69,Female,957,50,5,3.8,27,1
CUST_101716,60,Male,1290,228,5,2.3,2,1
CUST_101717,34,Male,1909,10,1,3.6,10,0
CUST_101718,62,Male,790,149,2,2.0,60,1
CUST_101719,60,Male,980,58,12,2.9,89,1
CUST_101720,51,Female,1521,162,11,5.3,19,0
CUST_101721,26,Female,1949,351,4,7.2,15,0
CUST_101722,43,Male,579,107,6,3.2,103,1
CUST_101723,19,Male,350,289,11,5.6,47,0
CUST_101724,70,Male,1200,186,7,1.3,113,1
CUST_101725,26,Female,1148,46,1,4.4,24,1
CUST_101726,26,Male,1550,129,8,7.4,16,1
CUST_101727,57,Female,1474,318,12,0.4,81,1
CUST_101728,34,Male,1183,87,1,2.3,60,0
CUST_101729,18,Male,1725,249,9,1.2,80,1
CUST_101730,42,Male,859,329,4,4.4,82,0
CUST_101731,60,Female,1306,257,12,5.5,49,1
CUST_101732,57,Female,592,277,7,0.7,4,1
CUST_101733,59,Female,1179,278,11,0.7,66,1
CUST_101734,42,Male,469,4,14,7.0,49,0
CUST_101735,56,Female,642,65,6,3.8,113,1
CUST_101736,52,Female,2055,202,13,3.8,31,1
CUST_101737,20,Male,288,63,9,7.6,66,1
CUST_101738,67,Male,1092,143,14,2.7,54,1
CUST_101739,54,Female,1614,244,2,7.2,2,1
CUST_101740,61,Female,2311,292,11,7.8,61,1
CUST_101741,61,Female,1289,285,7,2.1,15,1
CUST_101742,68,Female,1317,180,11,4.2,60,1
CUST_101743,47,Male,1220,174,5,4.4,112,1
CUST_101744,55,Male,1729,325,13,7.0,43,1
CUST_101745,51,Male,1416,111,7,2.6,93,1
CUST_101746,29,Female,912,175,1,6.4,98,1
CUST_101747,36,Female,1758,153,11,7.8,40,1
CUST_101748,54,Male,969,356,11,6.8,96,0
CUST_101749,61,Male,401,217,10,7.3,85,0
CUST_101750,66,Female,402,297,9,5.7,30,1
CUST_101751,34,Female,1099,240,1,7.3,63,0
CUST_101752,27,Male,1252,226,14,1.5,24,1
CUST_101753,74,Male,1678,186,5,5.8,44,1
CUST_101754,72,Male,1520,48,14,5.9,14,1
CUST_101755,66,Female,1240,208,8,3.6,28,1
CUST_101756,64,Female,1706,157,1,0.8,14,1
CUST_101757,29,Female,1206,225,7,5.1,56,1
CUST_101758,33,Female,555,144,2,0.6,108,1
CUST_101759,41,Female,446,111,7,3.2,34,0
CUST_101760,36,Female,1839,318,7,3.3,78,1
CUST_101761,25,Male,100,363,9,8.0,119,0
CUST_101762,48,Male,1100,362,6,2.5,89,0
CUST_101763,38,Female,2691,132,4,6.6,12,0
CUST_101764,34,Male,1430,113,7,0.6,56,1
CUST_101765,40,Female,1096,324,7,4.3,61,1
CUST_101766,54,Male,358,89,4,4.4,105,0
CUST_101767,71,Female,2009,161,2,5.1,61,1
CUST_101768,33,Male,1807,334,13,6.5,40,1
CUST_101769,23,Male,1542,75,11,6.1,20,1
CUST_101770,25,Female,1200,281,9,6.1,112,0
CUST_101771,42,Female,1486,7,14,3.6,42,1
CUST_101772,35,Male,1126,113,8,5.9,7,1
CUST_101773,42,Male,713,36,5,4.0,79,1
CUST_101774,29,Female,1678,266,14,0.7,73,1
CUST_101775,32,Male,1175,113,5,7.1,68,0
CUST_101776,43,Female,1461,292,1,7.1,31,0
CUST_101777,58,Female,1139,223,11,2.7,87,1
CUST_101778,62,Male,1431,211,9,7.3,70,1
CUST_101779,43,Female,1193,18,11,6.1,92,1
CUST_101780,64,Male,1154,241,14,3.3,76,1
CUST_101781,49,Male,1215,134,10,2.8,47,1
CUST_101782,27,Female,2680,220,11,7.8,51,1
CUST_101783,33,Male,1601,102,8,5.8,58,1
CUST_101784,24,Female,2493,140,5,3.2,22,1
CUST_101785,34,Female,1196,169,10,5.2,24,1
CUST_101786,40,Female,1045,191,6,4.7,34,0
CUST_101787,43,Male,663,25,12,4.3,63,1
CUST_101788,38,Female,2002,33,10,5.2,60,1
CUST_101789,39,Male,747,343,11,4.4,19,0
CUST_101790,24,Female,2105,329,10,5.3,24,1
CUST_101791,31,Female,692,6,8,7.3,64,1
CUST_101792,32,Female,1643,194,6,7.9,20,1
CUST_101793,70,Male,404,230,10,5.7,116,1
CUST_101794,24,Male,979,137,14,7.4,98,0
CUST_101795,26,Female,1211,323,4,6.9,111,0
CUST_101796,68,Female,901,216,3,2.5,27,0
CUST_101797,65,Male,1115,349,7,7.5,58,0
CUST_101798,25,Male,1118,364,13,0.8,44,1
CUST_101799,67,Male,1603,183,2,2.8,93,1
CUST_101800,40,Female,157,168,7,5.2,65,1
CUST_101801,46,Male,919,282,1,4.3,119,0
CUST_101802,35,Female,1827,38,13,4.4,46,1
CUST_101803,48,Male,1481,163,10,6.4,100,1
CUST_101804,47,Female,1836,142,5,1.7,54,1
CUST_101805,69,Female,1579,248,9,7.9,107,1
CUST_101806,56,Female,658,103,13,3.6,39,1
CUST_101807,52,Male,1530,199,13,7.6,109,0
CUST_101808,35,Male,1250,200,1,3.2,110,1
CUST_101809,59,Male,2334,42,8,4.9,7,1
CUST_101810,56,Female,1601,147,9,3.7,54,1
CUST_101811,34,Female,1462,66,9,5.5,43,1
CUST_101812,31,Male,1535,193,8,1.6,20,1
CUST_101813,48,Female,1434,298,4,3.3,84,0
CUST_101814,41,Female,1421,38,14,0.7,25,1
CUST_101815,52,Female,1067,141,14,4.9,43,1
CUST_101816,61,Male,1468,106,7,7.7,85,1
CUST_101817,62,Female,1674,152,1,0.6,73,0
CUST_101818,51,Male,1730,352,7,5.3,27,1
CUST_101819,20,Male,1670,326,6,6.2,92,1
CUST_101820,54,Male,1954,38,5,1.9,25,1
CUST_101821,60,Male,1761,97,1,2.3,36,0
CUST_101822,57,Male,1514,108,8,1.8,98,1
CUST_101823,43,Female,628,119,10,2.5,66,0
CUST_101824,72,Male,628,151,1,1.1,9,0
CUST_101825,40,Male,1076,74,1,3.1,83,1
CUST_101826,61,Male,1223,57,14,3.1,79,1
CUST_101827,56,Female,1899,335,3,6.5,53,1
CUST_101828,32,Female,100,252,13,6.4,21,0
CUST_101829,73,Female,683,292,8,6.4,50,0
CUST_101830,66,Female,1103,313,8,4.6,16,1
CUST_101831,21,Male,702,255,14,2.7,66,1
CUST_101832,46,Male,801,254,7,3.4,26,1
CUST_101833,39,Female,950,259,5,2.7,44,1
CUST_101834,42,Female,727,270,8,4.7,29,1
CUST_101835,30,Female,814,34,2,7.5,97,0
CUST_101836,35,Female,1882,326,8,2.4,98,1
CUST_101837,50,Male,1507,325,12,3.8,46,1
CUST_101838,33,Female,1582,238,11,5.3,91,1
CUST_101839,62,Female,1183,179,2,6.8,71,0
CUST_101840,59,Female,1706,104,10,2.2,49,1
CUST_101841,61,Female,1624,29,5,2.4,15,1
CUST_101842,19,Female,1499,227,11,7.1,17,0
CUST_101843,72,Female,873,232,13,0.8,9,1
CUST_101844,52,Female,979,304,4,4.9,77,1
CUST_101845,59,Male,1729,350,13,6.9,32,1
CUST_101846,51,Male,942,335,1,7.4,66,0
CUST_101847,47,Male,556,117,5,0.3,59,1
CUST_101848,72,Male,932,207,7,3.1,32,1
CUST_101849,30,Male,1980,185,1,2.2,111,1
CUST_101850,30,Male,932,138,2,4.6,84,0
CUST_101851,35,Female,1364,323,12,5.1,43,1
CUST_101852,49,Female,892,164,14,8.0,83,0
CUST_101853,49,Male,1582,75,9,4.2,110,1
CUST_101854,52,Female,1468,233,12,4.5,91,1
CUST_101855,56,Male,454,284,5,3.4,100,0
CUST_101856,63,Female,1334,255,14,1.4,59,1
CUST_101857,69,Female,359,9,13,2.6,30,1
CUST_101858,46,Female,923,203,7,2.1,11,0
CUST_101859,66,Female,1194,305,2,6.4,80,0
CUST_101860,46,Female,2123,91,7,4.5,119,1
CUST_101861,70,Female,1359,332,7,2.5,26,0
CUST_101862,61,Male,816,150,7,4.0,94,1
CUST_101863,74,Male,1041,360,5,1.9,2,0
CUST_101864,33,Female,1662,176,9,1.6,34,1
CUST_101865,73,Male,823,33,2,6.9,41,0
CUST_101866,61,Female,1748,184,4,7.6,86,1
CUST_101867,64,Male,938,157,2,0.8,31,0
CUST_101868,74,Female,742,53,8,6.2,63,1
CUST_101869,27,Male,954,296,12,3.7,55,1
CUST_101870,47,Female,392,202,11,3.2,117,1
CUST_101871,42,Male,114,274,1,5.6,61,0
CUST_101872,56,Female,1159,175,9,2.3,85,1
CUST_101873,37,Male,1166,244,12,0.4,36,1
CUST_101874,22,Female,1328,269,13,1.9,40,1
CUST_101875,18,Female,1156,74,14,1.6,23,1
CUST_101876,47,Female,2365,96,5,0.5,26,1
CUST_101877,66,Male,1284,361,11,2.7,18,1
CUST_101878,20,Male,512,173,12,3.9,79,1
CUST_101879,62,Male,640,155,3,5.9,34,0
CUST_101880,31,Female,1200,183,12,2.7,86,1
CUST_101881,73,Male,982,323,11,1.7,28,0
CUST_101882,47,Female,586,289,4,2.0,107,0
CUST_101883,67,Male,1171,258,1,7.2,49,0
CUST_101884,21,Male,1178,75,3,1.8,64,0
CUST_101885,35,Male,1998,174,11,7.1,71,1
CUST_101886,54,Male,742,330,8,3.7,63,1
CUST_101887,42,Female,991,231,12,7.5,104,1
CUST_101888,65,Male,1996,247,2,3.4,62,0
CUST_101889,18,Male,1364,161,2,1.6,42,1
CUST_101890,70,Female,739,186,9,4.5,24,1
CUST_101891,63,Female,843,143,5,4.8,35,1
CUST_101892,32,Male,593,282,5,5.2,77,0
CUST_101893,26,Male,1239,128,1,3.4,55,1
CUST_101894,32,Female,1716,166,13,0.6,49,1
CUST_101895,66,Female,2015,27,6,5.1,77,1
CUST_101896,74,Female,457,246,8,7.5,95,1
CUST_101897,41,Male,1635,135,6,7.7,59,0
CUST_101898,21,Male,1282,202,14,4.9,83,1
CUST_101899,29,Male,1069,21,7,0.4,93,1
CUST_101900,54,Female,991,79,14,1.0,22,1
CUST_101901,54,Female,240,158,4,6.7,105,0
CUST_101902,60,Female,1519,94,2,6.7,85,1
CUST_101903,23,Male,541,8,1,7.6,61,0
CUST_101904,56,Female,826,339,12,4.6,80,0
CUST_101905,73,Male,1409,259,6,6.9,30,1
CUST_101906,63,Female,292,55,9,6.6,69,1
CUST_101907,41,Male,540,36,10,4.8,105,1
CUST_101908,28,Male,1809,6,5,6.3,60,1
CUST_101909,30,Female,1261,42,12,1.2,105,1
CUST_101910,51,Male,869,50,2,5.2,6,0
CUST_101911,42,Female,1263,112,1,7.6,85,1
CUST_101912,24,Male,1535,146,3,1.5,106,1
CUST_101913,69,Female,1762,230,4,6.0,114,0
CUST_101914,21,Female,644,211,7,2.7,11,0
CUST_101915,25,Male,688,306,9,6.6,24,1
CUST_101916,37,Female,1504,30,8,5.6,92,1
CUST_101917,46,Male,1520,295,9,7.4,79,1
CUST_101918,71,Female,528,116,7,5.8,103,1
CUST_101919,70,Female,706,226,10,3.4,110,1
CUST_101920,68,Female,1103,59,8,0.3,104,1
CUST_101921,62,Female,1212,76,8,6.4,51,1
CUST_101922,63,Male,1226,216,1,3.4,111,1
CUST_101923,27,Female,520,132,12,5.4,19,1
CUST_101924,60,Female,1221,304,14,1.0,50,1
CUST_101925,51,Male,841,81,12,7.1,81,0
CUST_101926,74,Male,617,305,9,3.6,3,0
CUST_101927,43,Male,1195,67,2,7.4,3,0
CUST_101928,58,Male,1144,230,12,5.7,103,1
CUST_101929,66,Male,1601,333,11,1.1,92,1
